recordnumber,projectname,cat2,forg,center,year,mode,rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,equivphyskloc,act_effort
75,Y,avionicsmonitoring,g,5,1978,semidetached,1.3279851978253605,1.3816381455364555,1.3219852282646714,1.2174454679744566,1.4550787599109654,0.7806681525338218,1.1451650065242356,1.299514090562965,0.8713393493259816,1.228293724351825,0.5966286465066052,0.9540391487463933,0.8232193584429508,1.3176492128966522,1.0909007967151503,108.96407398590932,7
10,gal,missionplanning,g,1,1980,semidetached,0.9377366099688728,0.8900943123207781,1.5048457403478648,1.593891929573314,1.0852873512158592,0.9946191234172597,1.345788892908352,1.0834245690705828,1.3522378739423528,1.2691329012200545,0.7251952005656264,0.9366381400431707,0.8356904013453943,0.9921430714967443,1.1148778470824954,19.802248149414226,5
32,X,datacapture,g,2,1982,semidetached,0.8953212896338498,1.2915775790003785,0.8535191563517716,1.0297289936807152,1.5423005012553381,0.9392423901367636,0.7304795892942483,1.3284107311188724,1.1265373484349483,1.0873355262574058,1.1181221666594994,0.8663027991112744,0.8684958644004614,0.5065982701585138,1.1472944901106141,339.4189905548351,6
81,hst,Avionics,f,2,1980,embedded,1.3377829077680645,0.8551541230240199,1.0490573655260875,1.3070055475384632,1.0255867906181069,0.8096276952006407,1.1840591129950098,1.2565718440695002,0.8559449063544817,1.3853845108822895,0.5152718456301626,0.6740605483282799,1.1325214124272551,0.7488326420355012,0.9748457297586943,32.98670646941576,4
71,Y,avionicsmonitoring,g,5,1979,semidetached,0.8910323571748358,1.0839307988273774,1.5496436779339018,1.181920406914947,1.5581681757536119,1.035959190799178,1.2827911768847544,1.1098746960541188,1.1889302370989712,1.2096483601791796,0.9026628114512787,0.5255204757050979,0.9537499726629053,1.3711265179779175,1.0962628331002522,34.03902844655539,6
1,de,avionicsmonitoring,g,2,1979,semidetached,1.0957459313971298,1.3905132670439126,1.0718343774368582,1.3976490765898528,1.21294189023675,1.0797781113141878,1.053984731706885,1.2574017292939592,1.1538995880106755,1.1543715456671144,0.7144435264904517,0.7864321988876761,0.8640600181108518,1.365598014725035,1.1341329660007724,264.61487867386575,8
21,X,avionicsmonitoring,g,2,1985,semidetached,0.7334684667102549,0.8865190490727484,0.7688875989512296,1.1862487809457847,1.1604912638987697,0.8133350142069496,0.9362258807934074,1.3911307002137256,1.0273032955258214,1.1254726426736315,0.7643475138380325,0.9861043705023054,0.5264025766025705,1.2980704648303214,0.8665132636080392,197.8166730399625,5
48,Y,missionplanning,g,5,1984,semidetached,0.8844484088109978,0.7590441182133523,0.702275787494687,1.3387377049419873,1.1997769205337308,0.7139749966253236,1.3488721104239154,1.3552958035526492,1.0708365301665705,1.3993348136849568,0.6422975593684309,0.6950635615623465,0.9104013315457795,1.0178239321430436,1.0752731616898494,490.1410797579133,6
70,Y,avionicsmonitoring,g,5,1979,semidetached,1.275223425382178,1.1502218432869278,1.231119826567701,1.2864059992410553,1.1067975553876097,1.023685903479106,0.823514083651598,1.152693080122816,1.0163418232486006,1.0441161425034067,0.5995573724358042,0.6409195723794123,0.9602930257998388,1.235134157503377,0.9310120061673802,147.03195091094375,6
11,gal,missionplanning,g,1,1984,semidetached,0.8513649717505335,1.179945489025884,0.966067590145923,1.0067677035738014,1.0675285347168464,0.9458270515935541,1.0425412666516691,1.1505000415877742,0.8476454537798555,1.334341382343096,0.7245409009103658,1.0508425335673994,1.2191421061275365,1.265947788014429,0.9966016455519358,5.955570639410521,3
66,Y,avionicsmonitoring,g,5,1977,embedded,1.0605274078745697,1.2618340227827591,0.7564862399062138,1.2319807745918538,1.0614202636385457,1.044269575378335,1.3226676979771232,1.2483132883754566,1.1436995159058398,1.0310423926849779,0.6137370497804968,0.7128205071234999,0.5019512254158388,0.8590773288716449,0.901249010338287,156.54269245339654,5
28,X,realdataprocessing,g,2,1982,semidetached,1.3539531967427598,0.8084589952754123,0.8921737723159928,1.0730423476467184,1.0419225371947158,1.1152578972224276,0.8328440216516815,1.2437309580375906,0.7283474499247806,1.266136099193671,0.8651548720575601,0.720867897459698,0.9678049238706147,1.076678493873465,0.8760427018858618,467.84402959271904,6
60,slp,operatingsystem,g,6,1975,embedded,1.066988871748359,0.8967249868567957,1.2799618399529291,1.0039103184087041,1.3116769554823406,1.0454748163562917,1.016902883187523,1.216176832405663,1.0848372943040228,1.0882326158699955,0.756218294492867,0.9074954062243583,0.6710162846465774,1.2234763679084368,0.7483181755454167,349.94227473650534,7
78,Y,operatingsystem,g,5,1979,semidetached,1.07517352377019,1.0826672780211526,1.4809654467334468,1.0984326247019354,1.2066581749175487,1.0170339913649475,0.784876906880625,1.2262939005661497,1.1766398488864198,1.284894672370037,0.9564960537910279,0.8399655209917203,0.8622083532384462,0.580557714645445,0.8818794257188869,156.83001126045502,6
16,gal,missionplanning,g,1,1982,semidetached,1.0398068108415885,1.25342267118892,1.1075662481662265,1.2145157087803387,1.6370552859980256,0.8682700130792957,0.8684592942429119,1.2050340952999334,0.7545584031873315,1.0470341375741665,0.8980984742596094,1.1462460717695682,0.8719106558078245,0.8563364151640527,0.8668573077673843,101.48969980756341,6
76,Y,avionicsmonitoring,g,5,1978,semidetached,1.108942237759362,0.7081439277600372,0.9797806816280507,1.5537879932111975,1.5125941744100084,1.0639494834362708,1.290739292299602,1.1197947025345698,0.7592447703691338,1.1822792113208718,0.5459137035262446,1.0298469672777064,0.7050336600292,1.2873855380916868,1.0023650577871477,154.71914059699904,6
10,gal,missionplanning,g,1,1980,semidetached,1.35688252608576,0.7736108027401506,1.4330708350007502,1.207399670175245,1.3925073212885317,0.7288872812705223,1.343455478161602,1.3349932139488765,1.170990783950011,1.392685643738766,0.7822955998071169,1.0758980233015676,1.2474197834293188,0.5503661689983355,1.0848212518465217,20.961312451113063,5
41,hst,datacapture,g,2,1980,semidetached,0.7400901464154974,1.11725206617774,1.1845665258326645,1.0660323416868476,1.058802109131447,1.1116007609098553,1.1968152177504192,1.1238950130197891,1.2898743916126436,1.0165731196631567,0.5210206291478856,1.0698009830650932,1.205481786222915,0.8153418087646387,0.8123943246217051,1752.1075544898856,8
31,X,batchdataprocessing,g,2,1982,semidetached,1.225345555960961,1.3129009778913532,1.2513770978597045,1.1131809346585333,1.393945551200614,1.0464681136037768,0.8012219240059357,1.2700591885686312,1.203827965818455,1.1587612137560428,0.6747478553167245,0.6184033871756677,1.0070194128600316,1.1559878346299954,0.7626857089233869,331.72837712751243,7
24,X,monitor_control,g,2,1986,semidetached,0.8008996037454928,1.3765724523550915,1.1899297659326353,1.0017630364337802,1.3167316838122987,1.1382959031435267,0.9254449664972038,1.3609518611895022,1.2959787497471167,1.1359361584141445,0.9984935455816136,0.6319836258240314,1.1133692363912622,1.2173962692027036,0.7899735178227338,15.142282787938852,4
19,gal,missionplanning,g,1,1983,semidetached,1.1785628970287623,1.0221905603516455,0.9922495074889675,1.1214627339193262,1.3377646181484537,0.7799705811598355,0.9160846876085218,1.2270279994252804,1.3921374312776509,1.074104692866892,0.9876741824285897,0.8997203921116195,0.5557953248254904,0.994266542075851,1.074803418579948,15.130973614984669,4
45,Y,avionicsmonitoring,g,5,1982,semidetached,0.9742528176467273,0.891085514790517,1.5227334188898727,1.3523849981485438,1.3470482514043969,0.8553522368201971,0.8330354745536694,1.328512627077201,1.1045539961729873,1.3322505732415368,0.5040929487241416,0.6518539431160244,1.2916277232864044,0.529472253123857,0.7904805260652282,79.22784433916102,5
23,X,simulation,g,2,1985,semidetached,0.8322960627359265,1.2965327946445662,1.229816220087399,1.0644821554215766,1.633993568419521,1.092818611503429,0.724529525637407,1.2241382376385774,0.9037817653570204,1.2434554009445795,0.5055632129409323,1.1272068562978448,0.7555080957184501,0.868305157810375,0.9964573035168713,289.8881635818552,6
21,X,avionicsmonitoring,g,2,1985,semidetached,1.0851771008065194,0.8402211177326429,1.3049512539987178,1.4839141105319666,1.4003491358302433,0.9186906389466096,1.3368611927868113,1.0811368060070015,0.9543740569176613,1.3790819082359624,0.7107118317019255,0.8872240274093968,0.8298885339639355,0.6078109399649251,0.7956316054165427,191.6531141907401,6
76,Y,avionicsmonitoring,g,5,1978,semidetached,1.2563214861570322,1.2744623998341522,1.4197494236421537,1.4469053628174646,1.3255562847770337,0.7112807404397795,0.7735644542179856,1.3889290257361275,1.2559974703565349,1.278453259484702,0.9061489574348705,0.7566359275268587,1.2325908748773968,0.6048274683810628,0.745243116933861,160.52369159293488,6
30,X,communications,g,2,1982,semidetached,0.8386317317190861,1.095105736419828,1.0362923121514247,1.331227776534817,1.5714638336700841,1.1111683132922336,0.8476396718210322,1.37913841456002,0.8104447245485344,1.1943058418156882,0.9532754133371639,0.8099886008113589,0.8724949128333608,1.1950639706133772,0.7903509165260573,130.23526642739606,6
78,Y,operatingsystem,g,5,1979,semidetached,0.870057124246212,0.8172167613326523,1.3300436356546572,1.4904619884969015,1.5212750588893926,0.856996931107664,1.3518732804016107,1.2142536391244896,1.0660093358742722,1.2961822078828973,0.6102161402185462,1.1135828727277164,0.7926610185049576,0.7482496316679199,0.9462639104345196,172.5265876773431,6
44,Y,application_ground,g,5,1982,semidetached,1.0841199904484073,0.7335635057748653,1.034017691237218,1.5562819655279485,1.4851338213238203,1.0916491952486758,1.1313866267316324,1.024322202493657,0.8555137199997902,1.0161232057216698,0.7248320287213017,1.0097148531211206,1.199520336365091,0.7821886899064601,0.9134461153714385,2832.4438561097904,9
54,Y,missionplanning,g,5,1979,semidetached,0.9524185277970321,1.2597200187190303,1.0316364492808807,1.4198508019846716,1.0005123610869149,1.1001673652792925,1.1574150956518214,1.2200524580765328,0.948202763292012,1.0588781058648529,1.012233484597554,0.5334307846119934,0.9880796582552527,1.3641222640790964,1.0419211786481601,215.91817032405174,7
94,Y,Avionics,f,5,1977,embedded,0.7132435752712543,0.7442858509531886,1.3369610500280356,1.4906206813784766,1.1184832918048675,0.9442664858308547,0.9708462339173953,1.3624244115565827,0.715198923415022,1.2116879081030014,1.135855208517013,0.8060956921391399,1.0584253445188163,1.28665634416134,1.0311356140631294,49.58521318894981,5
101,X,science,f,2,1983,embedded,1.1246944629255249,0.8270415033695174,1.3590383502691434,1.0541086614191857,1.4862056664109953,0.9511632897764446,1.351207270768504,1.1148823213422365,1.13476846984394,1.385575080250141,0.6080687702197725,0.7052123888430321,1.227575601403807,1.1799157763776482,0.9186093784064971,3.0273141962673584,3
11,gal,missionplanning,g,1,1984,semidetached,1.3331417486337438,1.2844488147098614,0.8252523089268378,1.2678348574162306,1.2799429474400656,0.9504220542888461,1.3593931885682178,1.0985965232151922,0.9770503866765075,1.0024769319243219,1.0173444601075448,0.9453654292135942,1.15260110175922,0.8314412170606719,0.9103680873509746,5.703865511792057,4
22,X,avionicsmonitoring,g,2,1985,semidetached,1.1040648172002037,0.740174025274317,1.5733832766397258,1.499825576340895,1.4137655845843273,0.872221166052093,0.7894341212776205,1.032229409501068,0.8819325453096376,1.360542200170608,1.0843113051906754,0.899104030598264,1.3413979821705257,0.7706583492414878,1.0452418537672312,676.2889801167539,8
30,X,communications,g,2,1982,semidetached,1.121003376115222,1.0106892666662761,1.2473518119782994,1.0494999726423646,1.0112887479365458,1.1404674614962154,1.1626266484904084,1.2680648123891571,1.0245927017140097,1.208478154515522,0.8694720362159458,0.8102439500841234,1.1021228443625941,0.9474241192892046,1.1127902810905186,130.3556309849062,6
77,Y,avionicsmonitoring,g,5,1978,semidetached,1.0189670174774963,1.3155375344349869,0.8061819118406015,1.464561017641051,1.1996999475954588,1.0651879838961729,1.1894935957740005,1.291948880337808,1.2001130264804907,1.304106409226576,0.8939469502939241,0.6729518831234925,1.3187749241884545,0.8331683855112436,0.966213526542429,364.92685355378114,8
4,de,avionicsmonitoring,g,2,1979,semidetached,1.2949025311316729,1.3295529953086835,1.0242013647663644,1.4449408420666803,1.1442348563985796,0.9744248057159913,1.1357348267915723,1.1781649053273118,0.8544884207158954,1.2264478154731013,0.5635409947551739,0.6195052859889915,0.6152871251947699,0.5662921112283552,0.9668184211892298,83.28134903121763,4
40,X,monitor_control,g,2,1986,semidetached,0.9992737022893206,0.7384561590085821,1.567843369411751,1.0692474481457115,1.5502948641051366,0.9098552387422814,0.7596075736878833,1.0711823291345604,1.0864399052931153,1.02172389795262,1.124096649246494,0.7306511365435553,1.3492783474308683,1.3412258133421977,1.121785433654118,16.724455430431057,5
16,gal,missionplanning,g,1,1982,semidetached,0.9706155355842357,1.0688645379388022,1.5258765991204595,1.3726078514916162,1.189414553044748,1.147725732235048,0.881964695250265,1.17396864616981,0.9037442079948846,1.254016880566684,0.8981170754947594,0.9128163725650189,1.044832302473687,1.3862390235888942,0.9560580617516676,99.72390008425664,7
79,Y,missionplanning,g,5,1984,embedded,0.8310347558742823,1.092089062096739,0.8938518079758306,1.2250565192632896,1.478625859343568,0.9607550214642535,1.0786055908821877,1.2976567673047832,0.767105525559365,1.3496579568016054,0.8120216772661989,1.1164588875488846,0.5869656750675544,0.5438345200101941,0.7596020652363958,58.472724683932256,4
19,gal,missionplanning,g,1,1983,semidetached,0.8788186855056925,1.2446928197125398,0.9987309057684142,1.1552129998452507,1.3463431541790318,1.062052781838578,1.378740479144264,1.3521721766259998,1.2363893938450428,1.2467843028866592,1.1189610017232468,0.8411277673647983,0.5225614621194968,1.147159294292143,1.0858646363347835,15.58773825997976,5
40,X,monitor_control,g,2,1986,semidetached,1.2412074632652015,1.2688829660900454,0.9589243699792656,1.5175686883715767,1.2023679671557108,1.1128809555996304,0.836070289736246,1.1819510300096543,1.3591967273476753,1.0307189520683422,0.5843727082668378,1.120631318209547,0.9375451069983531,1.146725142089423,0.8593879328043115,16.711494222357516,5
19,gal,missionplanning,g,1,1983,semidetached,1.326568989137011,1.080863643502903,0.9041452632782246,1.362273707310758,1.1826070314578394,1.0381740614927393,1.2293762896289824,1.1444396344367063,1.1345720340339625,1.377786989570124,0.6851744759985523,0.8796526163067852,1.059162832078767,1.1710825742841693,0.9804025155089845,14.79680737371048,5
84,spl,Avionics,f,3,1977,embedded,1.1496484615128328,1.019815023107152,1.6499125999668713,1.5881686635373464,1.3426647427728706,0.8758166923303422,1.3827551509464366,1.157523735334345,1.1261918925873946,1.086997427240666,0.7008645228469902,0.6097895046067127,1.3782407256820324,0.8123218078818539,0.7062091396297514,39.735668701548775,5
73,Y,avionicsmonitoring,g,5,1979,semidetached,1.2249418999555806,0.8519312107084704,1.1238798108930808,1.4064674418978995,1.5318491885027337,0.8544054055838186,1.2604043857142804,1.175700738544725,1.0368642334695246,1.331758099122554,0.6378160663139703,0.7133391171454744,0.9359817289886716,1.3806558621686933,0.8841290536948766,80.99074366533743,6
98,Y,Avionics,f,5,1980,embedded,1.0863405815888134,1.0213601559569883,1.0862547108114349,1.4754615069065602,1.3726824726074989,0.8278903066943812,0.7068716074196468,1.0865545310063354,1.297025510638993,1.0269118204763834,0.5600283528485003,0.9847473417185754,1.0807314668835128,0.5571434597777225,1.149923836686463,234.84300837106062,6
61,Y,operatingsystem,g,5,1976,embedded,1.3140662030787393,1.243027901476946,0.7030624808310904,1.1062555686295485,1.5126263434844152,0.8055284297815911,0.8599180349335382,1.2496291331390936,0.9618810731884618,1.0234926701300062,0.9412482705077891,1.0750847297534065,1.115889914237147,1.1038087556154688,1.0145916849939813,70.13977193005528,6
51,Y,simulation,g,5,1984,semidetached,1.1874033162324995,1.285287668060098,1.276787636810477,1.0142859102468984,1.509851711626812,0.7065693376177409,0.7537461854230348,1.1994284393954953,1.2723978774995288,1.1936250874353567,0.9004852918396464,0.694096214295111,1.073103365989085,0.5585606292067663,0.9289656961680407,114.98772075199123,5
39,X,monitor_control,g,2,1986,semidetached,0.8572120416567164,1.0690008113713274,1.48390415755247,1.3601438617784598,1.631559618092901,0.9087826303729899,0.9183517308177247,1.104557696124643,1.162286779771755,1.3216404488619902,0.9773018085808431,1.0891545172871289,0.6890670014622913,1.0846134356730441,0.9530819304443101,8.313830152644096,4
98,Y,Avionics,f,5,1980,embedded,1.1810656128869441,1.1974696802204432,1.555069376170227,1.5032089574864231,1.1394883325657894,1.0119102559354993,1.0422100619480932,1.1483231265223364,1.083259575223845,1.2393840921653128,1.1006654557433984,0.9108522168074993,0.7270073365790316,0.6595353929240766,0.7717333046418976,232.5852775186484,7
50,Y,simulation,g,5,1983,semidetached,0.8418303456081024,1.1496764241641808,0.985839958067555,1.636075016983566,1.162635350135499,0.8214650159074255,1.2337668219485436,1.3958983336983453,0.8892121605868806,1.2371871273765978,0.8614408979142558,0.8671272149714558,0.7658978512214656,0.5519423007180302,1.1473518833838199,78.00047213973376,5
44,Y,application_ground,g,5,1982,semidetached,1.380010106287905,1.0464204025629416,1.3374437780455768,1.624417694150337,1.388101449371005,0.9264344387526245,0.9430817984902444,1.3903557530279893,0.8831786777520176,1.2009467202089334,1.03025550523293,1.0241207449783554,0.5200294490080363,1.15184283794978,1.110463479402281,2800.5247289906642,10
49,Y,missionplanning,g,5,1980,semidetached,1.0616855153209435,0.9369938404066738,1.104537077228538,1.0473796701298992,1.077083502369616,0.8445062853209578,1.3815656914725405,1.2339603218822117,1.190871557801954,1.272837128249718,0.6949759814570088,1.0047009845752757,0.8071302964743503,1.0863035148912055,1.057374549982039,21.04534254759212,4
77,Y,avionicsmonitoring,g,5,1978,semidetached,0.7222339686018427,1.2041185244969639,1.0429850144837673,1.3576716129938182,1.5789815288951177,0.8355215030476291,1.2432347197803768,1.1924879313722858,1.0232930115008942,1.2721881513883972,0.7451948256238472,0.5327964460157303,1.272905282890847,0.6441930618644305,1.0216462804644184,360.8909842093877,6
28,X,realdataprocessing,g,2,1982,semidetached,0.9649528036017232,1.0145681679791396,0.8308697956918414,1.6326516329981542,1.3208583888412377,0.925247411051495,0.897018457977157,1.386550397262602,1.366458311294653,1.0198494596231007,0.7027372885207418,1.1266728068055547,1.023496672839195,1.0532624897976115,0.8244068490862887,482.8103234839454,7
36,X,monitor_control,g,2,1986,semidetached,0.8054350256555505,1.0173998091490946,1.2780917235252631,1.2386043013599146,1.549515453111362,1.029781454643174,0.829506228457124,1.2204212026305612,0.7227074387843159,1.307455301103604,0.6447196069471349,0.945492372412678,0.6585686137832079,1.0171884904544495,0.8905003348114793,63.961938388741444,5
40,X,monitor_control,g,2,1986,semidetached,1.2382140144592837,1.3082383009287852,1.106865649364351,1.3253067328375856,1.2854708304497269,1.1091456335211038,0.8522801746816763,1.0957791786517193,1.0689897596548574,1.2511599048401527,0.8543851238479023,0.9955894466289265,0.7620385583367406,0.5958069862399787,1.0872201221430857,16.34902228185362,4
32,X,datacapture,g,2,1982,semidetached,1.0203015318476005,1.1743646328610224,1.024596678548991,1.1983086226026392,1.2439453942747576,1.0097863848227475,1.140200468482436,1.176286364909235,1.3061819827427086,1.0157395402576277,1.004245017396962,0.7401094299407582,0.614608165855393,1.103993640181143,1.1366583468445144,367.8640166992799,7
2,de,avionicsmonitoring,g,2,1979,semidetached,0.8634258337525376,1.244894483986425,0.970056868996135,1.189887541022771,1.0283911673518702,1.0911607553483451,0.9254734193899,1.3760697518432292,1.2970487896062481,1.2673081069723613,1.0114822568806692,0.5334454471464368,1.1897239256662853,1.2348605083050344,0.9395104000108775,238.0138423981446,7
99,X,Avionics,f,2,1983,embedded,1.3454233516816134,1.185202309720708,1.4969362029380955,1.3551496941135202,1.0601359602993659,0.7375098691594298,1.2254488316847736,1.382126327259837,0.9020785866407304,1.211626175444964,0.5653997347583796,0.5525632928766788,0.7250558049062295,0.7795835303053462,0.8876125383581113,164.41745950008138,6
31,X,batchdataprocessing,g,2,1982,semidetached,1.3561527382967693,1.3971757637661866,0.8998547954600138,1.3477078056238616,1.2668873682781083,0.8181670608317477,1.0495972351568243,1.2050848228820363,1.1135327020297334,1.3897406181711227,0.7302827905021554,1.0702469005603155,1.2980769960812624,1.313393947514903,0.7655207697206252,324.2786837848976,8
92,Y,science,f,5,1977,embedded,1.3039906800823289,1.0320499974924982,1.0490010902423887,1.1759489896947655,1.4952662771643914,0.7532765056632189,0.7422079255173167,1.2154407051306648,0.9147191746422954,1.3014437356825326,0.8213793839368779,0.9866035294381456,0.5695509503931738,0.9092924723535303,0.7234629692322765,62.55944827951308,5
53,Y,missionplanning,g,5,1979,semidetached,1.3447913371635372,1.0914031001726188,0.8529270641477893,1.2566958697484978,1.4639482758331988,0.803331515049431,0.8539907028363741,1.1428014953241967,0.9951843256698475,1.2293447443654488,0.7733931859256231,0.8866885795211475,0.6036039796400308,0.7212863939198371,0.8602088319263379,97.31952596254155,5
74,Y,avionicsmonitoring,g,5,1982,semidetached,1.1435383918647848,1.3467116470241465,0.9802898890177224,1.3249224237101052,1.0193680957921307,1.0445022777270272,0.7742584234323092,1.3094545131139312,1.3790311605489363,1.1370437396979938,0.9971306554891681,0.5343395703465371,0.8043080602812249,0.6195514308218013,0.865654666216567,20.25578253753348,4
51,Y,simulation,g,5,1984,semidetached,0.7996260143127786,0.7642523508248565,1.352742796511337,1.4785908135135077,1.3074719062627893,0.8744744956021624,1.1353114337179786,1.065022309147263,1.3877158804611776,1.1895360214147581,0.8992010711588891,0.8540440330578717,0.7832646052019743,0.8418265986632184,0.8046869561447983,111.88315661930667,6
14,gal,missionplanning,g,1,1980,semidetached,0.7724199740045234,1.1286054960723855,1.0647372327167512,1.6362579199739629,1.2414018326405274,0.7324947681697931,1.339241422468307,1.2516626902603056,1.34764931706817,1.0650108280048456,0.6045638509001363,0.8805619241236724,1.0206123865237453,1.3052613850238526,1.0150643609644248,97.52411552250325,6
26,X,monitor_control,g,2,1986,semidetached,1.05978926180364,1.2900531373706743,1.4648276562336129,1.3589722910422026,1.1419738358597025,0.8631287527617032,0.99748907116937,1.3848176102498768,1.112182511548989,1.3207461651817982,1.083366493438561,0.9448009342931787,0.9642938990994094,1.0846681133924352,1.0092948925180543,9.657319147000786,5
84,spl,Avionics,f,3,1977,embedded,0.8211968745561369,0.7430024734274546,0.8019637940972164,1.0653318899483946,1.0096338817317538,0.7276744079104018,0.8425666959336331,1.2285466819767383,1.3288511804239005,1.3252861731641028,0.7230419829483863,1.0987242043232164,1.3979020720507105,0.8785203308352314,0.723491461372017,40.04463239758152,4
26,X,monitor_control,g,2,1986,semidetached,0.7164347935892474,1.0359380719150737,0.7060929480105924,1.1749352421070003,1.619766153254301,0.9355258642412951,1.3185023400192022,1.1463591276060043,0.8871753789724073,1.0673784179938606,0.945964806851151,0.6476606170416684,0.5087784645062029,1.3947879494110826,1.0506769871222725,10.172667937577206,3
69,Y,avionicsmonitoring,g,5,1978,semidetached,0.9598704272347874,1.0177101035463354,0.8038113352921835,1.5018019706480192,1.0442865637123726,1.018040886087828,1.184554857579069,1.1132680214501043,0.943868247267459,1.1558222002123342,0.8894861847949651,0.9540115017596965,0.9684398557947089,0.5975557709915134,1.113098399389316,140.3831364640936,6
55,Y,utility,g,5,1979,semidetached,1.1553583191386283,0.727957488549395,1.3153613944834768,1.4358725967997532,1.555311643498348,0.7034944557297153,1.0239361473515904,1.2842546844024945,1.0359240601726825,1.3471468414017207,0.5116672842601087,0.6418015049275607,0.5908308038733509,0.552579695289408,0.9670817370273458,51.54961411804859,4
70,Y,avionicsmonitoring,g,5,1979,semidetached,0.77624090011808,1.1516300628607874,1.0184162239378225,1.3560080212306231,1.3558847400456335,0.7256567774934527,1.0766662564497325,1.2833721867431214,1.210211964187952,1.1243735060707023,0.519988374066654,0.7575294715287044,0.9090045193841867,1.0566923672422317,1.0451216859926378,148.35283911724068,6
72,Y,avionicsmonitoring,g,5,1979,semidetached,1.1576269190993866,0.7674714005595069,0.8727343588764868,1.4183277154710696,1.5157497766210795,0.730595768820631,1.1295447573100834,1.1522205152538851,0.9533828239067066,1.2939391223312386,0.8445771281109231,1.110431013691441,1.2736041390195223,1.1814002448235348,1.1139002404991718,95.45432706071101,6
19,gal,missionplanning,g,1,1983,semidetached,0.8082626186846491,0.8079752014066733,1.528799882805354,1.4344860880239887,1.2316020921050368,0.8388883945021695,1.277788732567735,1.1885453618106319,1.3940586528652648,1.3184295844256884,1.0569332049005462,0.6924814605532075,1.2041313483873441,1.1626145767430431,0.7272794788625309,15.018243214130399,5
34,X,avionicsmonitoring,g,2,1987,semidetached,1.0097102896056684,1.2776684383096946,0.985741879582865,1.1892573115731555,1.4018774473437177,0.9039195431123961,1.380942556011105,1.306900266647555,0.7329265243209827,1.3632490484096502,0.7363280084689384,0.9872206805754358,1.3982223011025863,0.8400251507617921,1.0067733214079029,107.3223655354232,6
13,gal,missionplanning,g,1,1985,semidetached,0.729597102157275,1.2972801453630898,1.2878891602175861,1.503149627837527,1.0443308760912449,1.1090759621141264,0.8752136921123441,1.3546196225664953,1.2810035986061212,1.3865870185979323,0.9752020205766188,0.9310285057053497,0.8476699079002401,0.7259701185690433,0.9354768425729775,109.07857046735717,6
60,slp,operatingsystem,g,6,1975,embedded,0.7128866751116808,1.2301577780959807,1.6466179405767374,1.193543529600533,1.6225802221744614,0.9941159286956562,0.881677774208119,1.1739834188998948,1.1575792775162066,1.1170380759302554,0.6630427363514177,0.8720327452981097,0.954871645909942,1.0780702498928953,0.8031027431449564,355.6950391880888,7
45,Y,avionicsmonitoring,g,5,1982,semidetached,0.83055658226298,1.2756400622600732,0.9477156779385267,1.505342695061819,1.5016531300936333,1.0349440202036804,0.9268515416587063,1.3568493263765444,1.004815631740193,1.0408751358608581,1.1416213677954103,0.963056229477479,1.384643849165486,0.757256625999032,0.7901026957446262,78.98152573139231,6
22,X,avionicsmonitoring,g,2,1985,semidetached,1.2637739595458441,0.8278530521775609,1.1491612424469755,1.2380485598138926,1.4473635703562335,0.850043079088512,0.7129346515769726,1.0430283695353868,1.028365771026437,1.2769773122651418,0.6731732751995224,1.0164226125320162,0.6000356601730766,1.0651108945595813,0.8939956533833049,695.0387853272703,7
7,de,avionicsmonitoring,g,2,1979,semidetached,0.7913555740410751,0.7894518975448701,0.908832863441097,1.0322178719329453,1.2489300613770342,1.113219893376496,0.7272268755657341,1.3521037166462353,0.9884948379799345,1.3694576199508148,0.8547338900891829,0.9457477826764997,0.8459165092506935,0.9688696208939349,1.0472569522063029,35.60381726091154,4
38,X,monitor_control,g,2,1986,semidetached,0.8871404548122018,1.2849181219255406,1.6113423670306486,1.1181867984705762,1.5127517979761014,1.1078134205220571,1.1781481288374696,1.0054458602401568,0.8737976408993292,1.079146742941189,0.8048394819822056,0.9962349986047235,0.9565467062291324,1.192259349800905,0.7626820069251652,91.33885548468238,6
7,de,avionicsmonitoring,g,2,1979,semidetached,1.184131518535144,1.0471081039952947,0.70865697796848,1.513569685033285,1.3687907408998738,0.9734451955990997,1.2908758035033356,1.1767926814971617,1.3778328334251002,1.0311409090426649,0.9230569387973164,0.9296331198170709,0.7514376004430103,0.6821558901682785,1.000883363483959,34.73655567717042,5
56,spl,datacapture,g,2,1979,semidetached,1.392065554993023,0.7377099337080615,0.9668646065948998,1.5216902078232346,1.4290846189373019,1.000624182528837,0.9145544099487154,1.2866983870849966,0.9510042843644924,1.3329554011961133,0.6358119892224428,0.5183168434646565,1.258574995741015,0.5848406583084751,1.0368460649800955,215.71712531250122,6
15,gal,missionplanning,g,1,1983,semidetached,0.9026106585898039,0.9757390804935113,1.0460388109579757,1.3068287413707607,1.1717345957846403,0.9569786562767173,1.36988618659107,1.0099351002204469,0.7499001752146395,1.177577507076131,0.5897248300900112,0.8688513871276455,0.95991875541936,0.6808650258275681,1.1171811610234543,19.175320220018094,3
