ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Effort,
4960,17,12,5,0,0,0,17,0,0,44.8,44.8,44.8,44.8,1,0,11,8279,6899,
4961,1390,379,377,133,182,170,1241,0,0,4,4.5,4,4.5,3,0,13,13143,10952,
4962,52,0,60,0,0,0,0,55,5,4.8,4.2,5.8,5.1,1,0,3,-640,-533,
4963,856,349,194,74,84,155,856,0,0,3,3,3,3,2,0,12,7897,6581,
4964,363,169,23,115,42,0,82,267,0,9.5,9.8,11.4,11.8,1,0,5,2228,1856,
4965,1248,249,262,146,423,15,1095,0,0,12.2,13.8,12.2,13.8,4,0,12,11281,9401,
4966,3963,1184,616,952,1091,42,3885,0,0,4.3,4.4,4.3,4.4,2,0,11,29814,24845,
4967,670,346,97,122,79,0,146,498,0,8.6,8.9,10.4,10.8,1,0,6,2453,2044,
4968,421,177,22,217,0,5,421,0,0,39.9,39.9,39.9,39.9,1,0,15.5,12772,10643,
4969,605,155,231,91,105,0,582,0,0,2.8,2.9,3.4,3.5,1,0,8,4284,3570,
4970,3180,916,538,295,969,0,2718,0,0,10.4,12.2,10.4,12.2,4,0,36,23209,19341,
4971,55,12,10,14,15,0,9,42,0,42.7,46,51.4,55.5,1,0,1,7907,6589,
4972,112,85,4,16,14,0,119,0,0,9.6,9,9.6,9,4,0,13,3461,2884,
4973,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,4,0,15,6825,5687,
4974,143,63,0,27,45,0,14,121,0,8,8.4,9.6,10.2,1,0,4,423,352,
4975,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,2,0,19,33445,27871,
4976,162,64,36,9,28,20,157,0,0,10.8,11.2,10.8,11.2,1,0,8,2426,2021,
4977,42,12,15,3,7,15,52,0,0,59.4,48,59.4,48,1,0,6.4,7442,6201,
4978,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,4,0,15,6825,5687,
4979,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,1,0,2,4063,3386,
4980,55,12,17,6,14,10,59,0,0,6.2,5.8,7.5,7,1,0,3,-80,-66,
4981,160,0,21,72,25,40,74,68,16,3,3,3.6,3.6,1,0,2,789,658,
4982,1694,391,469,385,210,85,1540,0,0,4.6,5.1,4.6,5.1,1,0,16,16807,14005,
4983,270,54,42,53,91,30,270,0,0,3.3,3.3,3.3,3.3,1,0,6,1569,1307,
4984,162,64,36,9,28,20,157,0,0,10.8,11.2,10.8,11.2,1,0,8,2426,2021,
4985,9,0,10,0,0,0,5,5,0,26.6,23.9,26.6,23.9,1,0,2,2809,2341,
4986,1362,579,291,171,378,0,1419,0,0,2.3,2.3,2.3,2.3,3,0,11,8491,7076,
4987,1248,249,262,146,423,15,1095,0,0,12.2,13.8,12.2,13.8,4,0,12,11281,9401,
4988,895,222,271,222,63,0,778,0,0,0.9,1,0.9,1,1,0,7,7579,6316,
4989,195,57,32,12,140,0,241,0,0,9.2,7.4,11,8.9,1,0,9,531,443,
4990,4562,1098,1278,498,1059,0,3933,0,0,5.8,6.7,5.8,6.7,1,0,15,31009,25841,
4991,57,27,28,0,0,0,0,55,0,30.5,31.7,36.8,38.1,1,0,4,4801,4001,
4992,222,20,5,93,73,0,47,144,0,11,12.8,13.3,15.5,1,0,4,2686,2239,
4993,12,0,0,6,7,0,10,3,0,17.6,16.2,17.6,16.2,2,0,13,3253,2710,
4994,2529,554,513,66,703,220,2056,0,0,2.1,2.6,2.1,2.6,2,0,13,15760,13133,
4995,348,198,14,33,77,0,10,312,0,2.8,3,3.4,3.6,1,0,3,-1070,-891,
4996,1587,774,260,340,128,0,1502,0,0,4.7,5,4.7,5,4,0,4,13394,11161,
4997,120,60,48,12,0,0,12,108,0,1.8,1.8,1.8,1.8,1,0,5,-618,-515,
4998,329,324,68,14,0,0,206,73,127,6.6,5.4,6.6,5.4,2,0,8,1361,1134,
4999,245,105,28,18,58,0,19,190,0,14.4,16.9,14.4,16.9,1,0,13,3380,2816,
5000,100,24,76,3,7,0,40,70,0,14.3,13,14.3,13,1,0,15,2712,2260,
5001,1092,356,84,170,669,21,1300,0,0,4,3.4,4.9,4.1,1,0,13,4029,3358,
5002,32,4,7,0,0,30,41,0,0,15.6,12.1,15.6,12.1,1,0,3,1011,843,
5003,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,1,0,5,5670,4725,
5004,5684,2221,454,820,1137,311,4943,0,0,3.7,4.3,3.7,4.3,1,0,37,41047,34205,
5005,74,18,7,37,7,5,74,0,0,54,54,54,54,1,0,14,11255,9379,
5006,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,1,0,5,5670,4725,
5007,174,21,7,30,50,32,140,0,0,77.7,96.6,77.7,96.6,4,0,8,23156,19297,
5008,209,42,145,10,43,0,225,15,0,0.9,0.8,0.9,0.8,1,0,2.5,42,35,
5009,850,94,348,205,45,74,320,446,0,12.9,14.3,15.5,17.2,1,0,5,8803,7336,
5010,17,12,5,0,0,0,17,0,0,44.8,44.8,44.8,44.8,1,0,11,8279,6899,
5011,439,82,222,19,85,10,105,313,0,8.3,8.7,8.3,8.7,1,0,7,2108,1756,
5012,1222,503,333,173,150,5,1164,0,0,4.7,5,4.7,5,1,0,20,10225,8521,
5013,1406,541,70,290,335,90,1326,0,0,10.6,11.3,10.5,11.1,4,0,1,12072,10060,
5014,146,46,0,50,41,0,44,93,0,13.6,14.5,16.4,17.4,1,0,6,2331,1942,
5015,97,0,108,7,0,5,120,0,0,11.9,9.7,11.9,9.7,2,0,7,2257,1881,
5016,125,51,9,33,22,0,20,84,11,18.6,20.2,22.4,24.4,1,0,3,3138,2615,
5017,73,18,14,8,44,0,40,44,0,15.4,13.3,18.5,16.1,1,0,6,894,745,
5018,498,107,132,7,77,122,445,0,0,16.5,18.5,16.5,18.5,3,0,19,9522,7935,
5019,58,26,29,3,0,0,22,36,0,11.9,11.9,14.4,14.4,1,0,5,1167,973,
5020,100,61,0,0,0,42,28,75,0,9.3,9,11.2,10.9,1,0,12,1687,1406,
5021,51,12,27,0,0,7,7,39,0,6.6,7.3,6.6,7.3,1,0,3,241,201,
5022,60,9,32,12,7,0,60,0,0,16.5,16.5,18.4,18.4,1,0,5,2432,2027,
5023,161,60,38,30,41,0,169,0,0,1.4,1.3,1.4,1.3,1,0,2,-312,-260,
5024,236,27,192,12,37,0,268,0,0,29,25.5,29,25.5,2,0,15,6997,5831,
5025,143,54,65,0,14,0,11,122,0,2.3,2.5,2.8,3,1,0,4,-691,-576,
5026,284,99,112,26,28,0,220,27,18,11.4,12.2,11.4,12.2,1,0,4,2956,2464,
5027,166,67,88,6,0,0,37,120,4,15.7,16.2,18.9,19.5,1,0,7,2677,2231,
5028,213,102,63,6,28,0,186,13,0,11.9,12.7,14.3,15.3,1,0,10,2985,2487,
5029,206,88,23,31,35,0,73,104,0,8.8,10.3,10.7,12.4,1,0,8,2001,1667,
5030,1243,555,15,245,394,10,1219,0,0,9.2,9.4,11.1,11.4,1,0,9,7875,6562,
5031,222,41,57,0,99,25,222,0,0,10.7,10.6,10.7,10.6,2,0,4,2284,1904,
5032,1437,920,154,41,203,0,1318,0,0,3.4,3.7,3.4,3.7,4,0,18,8755,7296,
5033,12,0,0,6,7,0,10,3,0,17.6,16.2,17.6,16.2,2,0,13,3253,2710,
5034,1894,187,1241,143,156,10,966,696,75,2.1,2.3,2.1,2.3,2,0,12,13422,11185,
5035,3460,484,1831,318,208,142,2756,227,0,9.5,11,9.5,11,4,0,24,35167,29306,
5036,487,146,238,53,24,12,45,428,0,2.1,2.2,2.1,2.2,1,0,6,1094,912,
5037,4562,1098,1278,498,1059,0,3933,0,0,5.8,6.7,5.8,6.7,1,0,15,31009,25841,
5038,128,49,15,25,31,0,120,0,0,12.8,13.7,14.8,15.8,2,0,2,2464,2053,
5039,387,88,221,37,34,0,18,362,0,6,6.1,7.3,7.4,1,0,7,1339,1116,
5040,81,24,22,20,10,0,64,4,8,24.7,26.3,29.8,31.7,1,0,5,4660,3883,
5041,64,4,56,0,7,0,11,56,0,3.9,3.8,3.9,3.8,1,0,7,-85,-71,
5042,919,458,236,56,58,76,884,0,0,5.2,5.4,6.3,6.6,1,0,6,6497,5415,
5043,245,42,179,24,42,15,302,0,0,3.6,3,3.6,3,2,0,7,2233,1861,
5044,100,24,76,3,7,0,40,70,0,14.3,13,14.3,13,1,0,15,2712,2260,
5045,777,287,159,38,147,45,676,0,0,19.4,22.2,22.2,25.6,2,0,13,9760,8133,
5046,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,2,0,5,2935,2446,
5047,1186,422,306,109,168,230,1235,0,0,3.1,3,3.1,3,3,0,9,11057,9214,
5048,162,64,36,9,28,20,157,0,0,10.8,11.2,10.8,11.2,1,0,8,2426,2021,
5049,1694,391,469,385,210,85,1540,0,0,4.6,5.1,4.6,5.1,1,0,16,16807,14005,
5050,59,0,55,0,0,0,11,11,33,83.8,89.9,101,108.3,1,0,6,17505,14587,
5051,965,433,234,148,245,0,1060,0,0,3.8,3.4,4.1,3.7,1,0,30,8109,6757,
5052,221,31,133,0,45,5,53,161,0,6.8,7.1,8.2,8.5,1,0,4,620,516,
5053,153,35,7,57,24,20,143,0,0,18.7,20,21.5,23,2,0,3,4729,3941,
5054,85,12,44,0,24,0,12,68,0,12.2,13,14.7,15.7,1,0,4,1364,1137,
5055,206,88,23,31,35,0,73,104,0,8.8,10.3,10.7,12.4,1,0,8,2001,1667,
5056,55,12,17,6,14,10,59,0,0,6.2,5.8,7.5,7,1,0,3,-80,-66,
5057,156,0,133,0,10,0,143,0,0,4.5,4.9,5.4,5.9,1,0,4,1030,858,
5058,276,108,5,75,56,0,177,53,14,1.1,1.2,1.1,1.2,1,0,4,543,453,
5059,211,73,32,79,22,5,111,100,0,16.9,16.9,16.9,16.9,1,0,13,4540,3783,
5060,1463,780,119,223,371,0,1493,0,0,24.6,24.1,24.6,24.1,4,0,23,14759,12300,
5061,323,108,57,53,74,31,323,0,0,3.8,3.8,3.8,3.8,1,0,13,2842,2368,
5062,286,45,156,27,37,0,265,0,0,5.1,5.5,5.1,5.5,1,0,6,2299,1916,
5063,151,40,54,15,21,0,111,19,0,7.2,8.3,8.2,9.5,2,0,3,1804,1503,
5064,55,52,0,6,0,0,58,0,0,9.7,9.2,11.7,11.1,1,0,11,1275,1062,
5065,72,67,5,0,0,0,6,66,0,17.3,17.3,20.9,20.9,1,0,15,3013,2511,
5066,9,0,10,0,0,0,5,5,0,26.6,23.9,26.6,23.9,1,0,2,2809,2341,
5067,244,68,78,22,62,14,244,0,0,0.8,0.8,0.8,0.8,4,0,7,2293,1911,
5068,98,36,32,9,17,0,45,42,7,13.4,14,16.1,16.8,1,0,11,2537,2114,
5069,64,4,56,0,7,0,11,56,0,3.9,3.8,3.9,3.8,1,0,7,-85,-71,
5070,284,49,83,75,51,5,80,183,0,12.8,13.9,15.5,16.7,1,0,5,3106,2588,
5071,717,716,13,10,24,0,51,712,0,4.9,4.6,6,5.6,1,0,5,-1951,-1626,
5072,54,24,28,0,0,0,0,52,0,7.3,7.6,8.8,9.2,1,0,2,-34,-28,
5073,260,9,4,3,193,41,51,138,61,16,16.6,16,16.6,2,0,17,3856,3213,
5074,169,32,14,25,28,70,169,0,0,2.8,2.8,3.4,3.4,1,0,6,1299,1082,
5075,416,179,40,54,109,7,318,65,6,3.8,4.1,4.6,4.9,1,0,6,1550,1292,
5076,274,70,123,57,28,30,308,0,0,4.3,3.8,4.3,3.8,2,0,4,2641,2201,
5077,474,71,24,343,21,15,41,433,0,3.9,3.9,3.9,3.9,1,0,6,4416,3680,
5078,194,48,47,28,27,35,185,0,0,7.4,7.8,7.4,7.8,2,0,8,2980,2483,
5079,129,30,59,10,39,0,94,44,0,23.2,21.7,27.9,26.1,1,0,8,3314,2762,
5080,59,0,55,0,0,0,11,11,33,83.8,89.9,101,108.3,1,0,6,17505,14587,
5081,826,292,326,155,32,0,396,139,270,13.4,13.7,13.4,13.7,1,0,13,8292,6910,
5082,297,150,7,132,0,0,13,264,12,5.2,5.4,5.2,5.4,1,0,6,1560,1300,
5083,74,18,7,37,7,5,74,0,0,54,54,54,54,1,0,14,11255,9379,
5084,469,71,170,15,67,96,419,0,0,6.8,7.6,8.2,9.2,1,0,11,5277,4397,
5085,109,0,105,0,0,0,0,105,0,2.3,2.4,2.8,2.9,1,0,1,-797,-664,
5086,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,1,0,8,3903,3252,
5087,389,120,94,77,63,10,198,166,0,2.9,3.1,2.9,3.1,2,0,6,2181,1818,
5088,850,94,348,205,45,74,320,446,0,12.9,14.3,15.5,17.2,1,0,5,8803,7336,
5089,380,67,103,77,98,20,365,0,0,8.7,9.1,10.5,11,1,0,9,4104,3420,
5090,78,7,34,6,21,0,22,46,0,7.7,8.8,8.8,10.1,2,0,3,1189,991,
5091,77,30,0,20,22,0,7,65,0,27.4,29.3,33,35.3,1,0,4,4679,3899,
5092,220,81,50,51,42,0,224,0,0,1.3,1.3,1.3,1.3,3,0,3,1461,1218,
5093,63,18,10,3,28,0,16,43,0,12.3,13.2,14.9,15.9,1,0,3,1102,919,
5094,617,184,136,103,133,0,377,179,0,5.1,5.7,6.1,6.8,1,0,7,3442,2869,
5095,12,0,0,6,7,0,10,3,0,17.6,16.2,17.6,16.2,2,0,13,3253,2710,
5096,145,48,10,72,14,0,144,0,0,5.1,5.2,6.2,6.2,1,0,3,1026,855,
5097,303,0,266,0,0,25,0,291,0,1.1,1.1,1.3,1.4,1,0,1,92,77,
5098,754,301,130,204,90,0,213,512,0,9.9,10.3,11.9,12.4,1,0,8,4618,3848,
5099,502,120,32,89,83,120,444,0,0,18.5,20.9,18.5,20.9,1,0,14,9017,7514,
5100,126,46,7,18,49,15,135,0,0,8.2,7.7,8.2,7.7,2,0,8,1776,1480,
5101,76,21,51,3,0,0,63,12,0,7.5,7.6,9,9.1,1,0,5,722,602,
5102,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,1,0,2,4063,3386,
5103,220,90,19,64,39,0,12,200,0,8.8,9.1,10.6,11,1,0,4,1031,859,
5104,129,19,93,3,10,30,0,155,0,4.9,4.1,4.9,4.1,2,0,15,1646,1371,
5105,213,102,63,6,28,0,186,13,0,11.9,12.7,14.3,15.3,1,0,10,2985,2487,
5106,1894,187,1241,143,156,10,966,696,75,2.1,2.3,2.1,2.3,2,0,12,13422,11185,
5107,288,18,186,21,15,60,300,0,0,4.3,4.2,4.3,4.2,2,0,11,4030,3358,
5108,426,127,122,54,87,20,31,352,27,1.5,1.6,1.8,1.9,1,0,2,-229,-191,
5109,67,10,18,31,0,0,0,59,0,57.5,65.3,69.3,78.7,1,0,2,12978,10815,
5110,134,42,11,32,35,14,134,0,0,2.1,2.1,2.6,2.6,1,0,8,536,447,
5111,2171,534,319,323,87,0,209,984,70,9.1,15.6,9.1,15.6,1,0,8,14428,12023,
5112,177,40,12,27,38,60,177,0,0,4.5,4.5,5.4,5.4,1,0,8,1713,1428,
5113,224,156,21,0,29,10,6,210,0,13.4,13.9,16.1,16.7,1,0,4,1125,938,
5114,331,100,44,61,107,0,312,0,0,1,1.1,1.2,1.3,1,0,2,595,496,
5115,1059,299,234,144,217,60,954,0,0,21.6,24,24.9,27.6,2,0,17,13384,11154,
5116,59,30,11,3,21,0,65,0,0,9.6,8.7,11.6,10.5,1,0,3,94,78,
5117,99,81,0,3,15,0,6,93,0,2.4,2.4,2.4,2.4,1,0,3,-1233,-1028,
5118,39,25,0,3,14,0,11,31,0,2.9,2.7,2.9,2.7,2,0,1,-787,-656,
5119,651,104,385,16,49,27,581,0,0,5.5,6.2,6.7,7.5,1,0,4,5337,4448,
5120,151,22,0,68,47,0,32,105,0,14.5,16,17.5,19.3,1,0,3,2674,2228,
5121,25,0,28,0,0,0,0,28,0,5.6,5,5.6,5,1,0,3,-505,-421,
5122,458,202,66,75,115,0,458,0,0,2,2,2,2,1,0,16,3100,2584,
5123,123,28,0,47,15,25,115,0,0,15.4,16.5,17.7,18.9,2,0,3,3781,3150,
5124,162,64,36,9,28,20,157,0,0,10.8,11.2,10.8,11.2,1,0,8,2426,2021,
5125,309,126,13,59,153,30,381,0,0,8.4,6.8,8.4,6.8,4,0,7.5,3357,2798,
5126,46,0,28,0,25,0,28,25,0,7.5,6.5,7.5,6.5,1,0,6,68,57,
5127,62,18,7,6,10,17,7,51,0,32.7,34.9,39.4,42.1,1,0,5,6078,5065,
5128,88,18,20,0,43,0,36,45,0,1.5,1.6,1.8,1.9,1,0,7,-710,-591,
5129,206,0,199,0,0,5,100,104,0,1,1,1.2,1.2,1,0,5,416,346,
5130,587,108,119,94,203,0,524,0,0,6.4,7.2,6.4,7.2,3,0,15,6061,5051,
5131,132,30,50,22,24,0,39,27,60,10.5,11,12.6,13.2,1,0,9,2106,1755,
5132,151,40,54,15,21,0,111,19,0,7.2,8.3,8.2,9.5,2,0,3,1804,1503,
5133,199,104,7,77,0,0,0,188,0,4.7,5,5.7,6,1,0,8,947,789,
5134,134,78,0,0,63,0,141,0,0,15.1,14.3,18.2,17.3,1,0,8,1765,1471,
5135,209,42,145,10,43,0,225,15,0,0.9,0.8,0.9,0.8,1,0,2.5,42,35,
5136,502,120,32,89,83,120,444,0,0,18.5,20.9,18.5,20.9,1,0,14,9017,7514,
5137,71,21,21,4,14,5,25,40,0,14,15.3,16.9,18.5,1,0,4,2044,1703,
5138,179,85,0,49,59,0,193,0,0,26.4,24.5,31.8,29.5,1,0,4,3803,3169,
5139,374,170,4,88,126,10,398,0,0,0.8,0.8,1,0.9,1,0,2,703,586,
5140,25,0,28,0,0,0,0,28,0,5.6,5,5.6,5,1,0,3,-505,-421,
5141,215,108,0,94,7,0,76,133,0,2.6,2.7,2.6,2.7,1,0,7,934,779,
5142,79,24,0,23,30,0,0,77,0,20.3,20.9,24.5,25.1,1,0,6,2890,2409,
5143,465,48,162,0,196,37,443,0,0,4.3,4.5,5.2,5.5,1,0,4,2013,1678,
5144,215,108,0,94,7,0,76,133,0,2.6,2.7,2.6,2.7,1,0,7,934,779,
5145,2145,862,63,491,518,300,2234,0,0,1.1,1.1,1.1,1.1,4,0,84,27006,22505,
5146,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,1,0,8,3903,3252,
5147,387,109,118,67,90,7,391,0,0,8.5,8.4,10.2,10.1,1,0,17,4536,3780,
5148,250,28,92,57,0,30,164,43,0,7.1,8.6,7.1,8.6,2,0,8,4103,3419,
5149,141,44,33,44,17,0,5,133,0,8.8,9,10.6,10.9,1,0,2,718,598,
5150,1703,186,463,0,516,316,1481,0,0,5,5.8,5,5.8,3,0,8,13443,11203,
5151,73,9,61,3,0,0,73,0,0,19.2,19.2,19.2,19.2,1,0,8,3519,2932,
5152,85,12,44,0,24,0,12,68,0,12.2,13,14.7,15.7,1,0,4,1364,1137,
5153,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,2,0,15,670,558,
5154,213,105,67,41,0,0,52,161,0,3.8,3.8,3.8,3.8,1,0,2.5,88,73,
5155,1222,503,333,173,150,5,1164,0,0,4.7,5,4.7,5,1,0,20,10225,8521,
5156,469,71,170,15,67,96,419,0,0,6.8,7.6,8.2,9.2,1,0,11,5277,4397,
5157,56,19,5,16,10,0,29,21,0,22.3,24.9,26.8,30,1,0,5,4370,3641,
5158,51,32,0,16,7,0,0,55,0,17.6,16.3,21.2,19.7,1,0,3,1326,1105,
5159,2067,1056,658,45,303,5,1510,557,0,5,5,5,5,2,0,21,10065,8388,
5160,101,12,31,3,50,0,65,28,3,4.5,4.7,4.5,4.7,1,0,1.5,-497,-414,
5161,244,91,12,44,60,50,257,0,0,3.7,3.5,4.5,4.2,1,0,3,1087,906,
5162,57,27,28,0,0,0,0,55,0,30.5,31.7,36.8,38.1,1,0,4,4801,4001,
5163,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,2,0,19,33445,27871,
5164,971,345,42,249,150,10,796,0,0,5,6.1,6,7.4,1,0,14,8801,7334,
5165,126,46,7,18,49,15,135,0,0,8.2,7.7,8.2,7.7,2,0,8,1776,1480,
5166,610,137,174,117,147,0,575,0,0,1.6,1.7,1.6,1.7,1,0,3,3414,2845,
5167,666,138,233,124,105,5,605,0,0,1.1,1.2,1.1,1.2,1,0,13,5482,4568,
5168,500,229,31,130,60,0,170,227,53,11.8,13.1,14.2,15.7,1,0,8,4272,3560,
5169,903,336,134,158,148,100,387,303,186,6.1,6.3,7.3,7.5,1,0,11,5882,4902,
5170,722,163,0,202,237,20,622,0,0,5.8,6.7,5.8,6.7,1,0,9,5875,4896,
5171,245,88,105,27,79,0,299,0,0,1.9,1.6,3.6,2.9,1,0,13,1071,893,
5172,374,170,4,88,126,10,398,0,0,0.8,0.8,1,0.9,1,0,2,703,586,
5173,520,181,160,9,55,25,430,0,0,6,7.3,6,7.3,2,0,8,4573,3811,
5174,177,40,12,27,38,60,177,0,0,4.5,4.5,5.4,5.4,1,0,8,1713,1428,
5175,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,1,0,8,3903,3252,
5176,101,16,5,39,52,0,112,0,0,4,3.6,4,3.6,1,0,8,458,382,
5177,231,0,86,0,50,130,266,0,0,16.3,14.1,16.3,14.1,4,0,12,6491,5409,
5178,919,458,236,56,58,76,884,0,0,5.2,5.4,6.3,6.6,1,0,6,6497,5415,
5179,409,42,201,39,67,60,409,0,0,6.5,6.5,6.5,6.5,2,0,11,5121,4267,
5180,53,24,0,24,0,0,0,48,0,19,21,22.9,25.3,1,0,3,3183,2653,
5181,666,138,233,124,105,5,605,0,0,1.1,1.2,1.1,1.2,1,0,13,5482,4568,
5182,496,198,109,67,90,60,524,0,0,20.3,19.2,23.4,22.1,2,0,14,7532,6277,
5183,1256,270,121,450,90,50,981,0,0,23,29.4,41,52.5,1,0,28,23362,19468,
5184,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,4,0,15,6825,5687,
5185,132,32,15,13,31,45,136,0,0,4.6,4.4,5.5,5.3,1,0,6,888,740,
5186,75,30,5,19,21,0,40,35,0,49,49,59.1,59.1,1,0,8,8515,7096,
5187,88,18,20,0,43,0,36,45,0,1.5,1.6,1.8,1.9,1,0,7,-710,-591,
5188,348,198,14,33,77,0,10,312,0,2.8,3,3.4,3.6,1,0,3,-1070,-891,
5189,756,452,66,127,84,5,302,320,112,4.3,4.4,4.3,4.4,1,0,7,2622,2185,
5190,477,235,117,89,46,10,172,218,107,5.7,5.5,5.7,5.5,1,0,6,2122,1769,
5191,717,716,13,10,24,0,51,712,0,4.9,4.6,6,5.6,1,0,5,-1951,-1626,
5192,499,262,42,60,90,0,155,299,0,4.6,5.1,4.6,5.1,1,0,10,1419,1183,
5193,421,177,22,217,0,5,421,0,0,39.9,39.9,39.9,39.9,1,0,15.5,12772,10643,
5194,296,27,166,48,21,50,312,0,0,18.4,17.4,18.4,17.4,2,0,10,6535,5445,
5195,101,12,31,3,50,0,65,28,3,4.5,4.7,4.5,4.7,1,0,1.5,-497,-414,
5196,62,27,4,0,31,7,69,0,0,13.2,11.8,15.9,14.3,1,0,8,1167,973,
5197,286,45,156,27,37,0,265,0,0,5.1,5.5,5.1,5.5,1,0,6,2299,1916,
5198,119,0,118,0,0,0,95,19,4,1.5,1.5,1.8,1.8,1,0,2,-285,-237,
5199,544,125,104,107,133,0,107,362,0,4.2,4.9,5.1,5.9,1,0,4,1585,1321,
5200,305,73,87,39,63,10,272,0,0,14.8,16.6,14.8,16.6,3,0,7,5657,4714,
5201,56,50,0,3,0,0,0,53,0,8,8.5,9.6,10.2,1,0,2,29,24,
5202,148,12,49,36,28,15,140,0,0,23.2,24.6,28,29.6,1,0,3,4876,4064,
5203,856,349,194,74,84,155,856,0,0,3,3,3,3,2,0,12,7897,6581,
5204,331,100,44,61,107,0,312,0,0,1,1.1,1.2,1.3,1,0,2,595,496,
5205,280,161,91,0,10,0,262,0,0,5.1,5.4,5.1,5.4,4,0,7,3168,2640,
5206,487,146,238,53,24,12,45,428,0,2.1,2.2,2.1,2.2,1,0,6,1094,912,
5207,224,156,21,0,29,10,6,210,0,13.4,13.9,16.1,16.7,1,0,4,1125,938,
5208,56,50,0,3,0,0,0,53,0,8,8.5,9.6,10.2,1,0,2,29,24,
5209,143,63,0,27,45,0,14,121,0,8,8.4,9.6,10.2,1,0,4,423,352,
5210,1634,625,387,223,399,0,1634,0,0,4.3,4.3,4.3,4.3,2,0,12,10958,9132,
5211,58,15,37,0,0,5,0,57,0,0.4,0.5,0.5,0.5,1,0,2,-1390,-1158,
5212,77,30,0,20,22,0,7,65,0,27.4,29.3,33,35.3,1,0,4,4679,3899,
5213,118,43,71,7,0,0,38,83,0,4.9,4.8,5.9,5.8,1,0,2,-239,-199,
5214,494,134,62,140,91,67,494,0,0,17.6,17.6,17.6,17.6,1,0,21,8888,7406,
5215,268,76,96,45,41,10,248,20,0,10.9,10.9,10.9,10.9,2,0,9,3947,3289,
5216,465,48,162,0,196,37,443,0,0,4.3,4.5,5.2,5.5,1,0,4,2013,1678,
5217,64,12,28,17,7,0,47,17,0,8.8,8.8,10.6,10.6,1,0,12,1707,1422,
5218,55,52,0,6,0,0,58,0,0,9.7,9.2,11.7,11.1,1,0,11,1275,1062,
5219,971,345,42,249,150,10,796,0,0,5,6.1,6,7.4,1,0,14,8801,7334,
5220,221,31,133,0,45,5,53,161,0,6.8,7.1,8.2,8.5,1,0,4,620,516,
5221,82,25,46,0,14,15,100,0,0,5.4,4.4,5.4,4.4,1,0,3,-86,-72,
5222,160,0,21,72,25,40,74,68,16,3,3,3.6,3.6,1,0,2,789,658,
5223,60,9,32,12,7,0,60,0,0,16.5,16.5,18.4,18.4,1,0,5,2432,2027,
5224,244,91,12,44,60,50,257,0,0,3.7,3.5,4.5,4.2,1,0,3,1087,906,
5225,77,24,18,21,14,0,18,59,0,5.3,5.3,6.4,6.4,1,0,10,603,502,
5226,5684,2221,454,820,1137,311,4943,0,0,3.7,4.3,3.7,4.3,1,0,37,41047,34205,
5227,73,36,24,12,0,0,0,72,0,8,8.1,9.6,9.8,1,0,5,495,413,
5228,1106,410,267,108,152,25,962,0,0,15,17.2,17.2,19.8,2,0,20,12195,10162,
5229,70,24,0,3,42,5,74,0,0,7.7,7.3,9.4,8.9,2,0,3,424,353,
5230,136,42,64,0,21,0,0,127,0,4.2,4.5,5.1,5.4,1,0,2,-627,-523,
5231,96,13,56,0,10,40,119,0,0,12.7,10.3,47.2,38.1,2,0,8,-3023,-2519,
5232,99,6,4,19,59,10,98,0,0,24.1,24.4,29.1,29.3,1,0,4,3700,3083,
5233,230,81,49,37,58,0,225,0,0,2.2,2.2,2.2,2.2,1,0,4,501,418,
5234,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,2,0,19,33445,27871,
5235,1362,579,291,171,378,0,1419,0,0,2.3,2.3,2.3,2.3,3,0,11,8491,7076,
5236,97,3,101,3,0,7,108,6,0,19.1,16.3,19.1,16.3,2,0,12,3969,3307,
5237,409,42,201,39,67,60,409,0,0,6.5,6.5,6.5,6.5,2,0,11,5121,4267,
5238,102,72,0,18,0,7,0,97,0,10.1,10.6,12.1,12.8,1,0,3,852,710,
5239,1193,196,667,149,115,54,516,485,180,2.5,2.5,3,3.1,1,0,12,8107,6756,
5240,131,30,33,18,35,12,128,0,0,37.8,38.6,45.5,46.6,1,0,13,8110,6759,
5241,58,26,29,3,0,0,22,36,0,11.9,11.9,14.4,14.4,1,0,5,1167,973,
