recordnumber,projectname,cat2,forg,center,year,mode,rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,equivphyskloc,act_effort
3,gal,launchprocessing,g,1,1984,semidetached,0.7,1.4,1.4,1.15,1.4,0.7,0.7,1.0,1.4,1.15,1.15,0.5,0.7,1.4,0.7,271,636
63,X,batchdataprocessing,f,5,1979,organic,0.7,1.0,1.15,1.0,1.65,1.15,1.4,1.0,1.15,1.0,1.15,0.5,1.15,1.15,0.7,55,8211
41,erb,avionicsmonitoring,f,3,1982,semidetached,0.7,1.0,1.65,1.65,1.65,1.0,1.4,1.4,0.7,1.15,1.0,0.5,1.4,1.0,1.15,725,162
21,X,communications,f,3,1982,organic,1.4,0.7,1.4,1.65,1.65,0.7,1.0,1.0,1.15,1.4,1.15,0.7,1.4,1.0,1.15,85,409
57,slp,Avionics,f,6,1983,embedded,1.15,1.0,1.4,1.65,1.0,0.7,1.15,1.0,1.4,1.15,0.5,1.0,0.5,1.0,1.15,38,2460
84,erb,missionplanning,f,3,1977,semidetached,1.15,1.4,1.65,1.65,1.15,0.7,1.15,1.4,1.15,1.4,1.0,0.5,1.4,0.5,1.0,3,150
62,erb,science,f,2,1978,organic,1.4,1.4,1.15,1.65,1.65,1.15,1.0,1.0,1.15,1.0,1.0,0.7,1.15,1.15,1.0,352,420
42,slp,simulation,g,2,1985,semidetached,0.7,0.7,1.4,1.15,1.4,1.0,1.15,1.4,1.15,1.4,1.15,0.5,1.0,1.15,0.7,271,600
61,erb,realdataprocessing,f,3,1984,organic,0.7,0.7,1.4,1.65,1.0,1.0,1.0,1.15,1.15,1.4,1.0,0.7,1.0,1.15,1.15,40,97
94,spl,monitor_control,f,2,1976,organic,1.0,0.7,1.15,1.65,1.0,0.7,1.4,1.15,1.4,1.4,0.7,1.15,1.0,0.7,1.15,101,2460
51,X,avionicsmonitoring,g,2,1976,embedded,1.0,0.7,1.65,1.0,1.15,0.7,1.0,1.4,1.0,1.0,1.0,0.5,1.15,1.15,1.15,355,480
97,Y,launchprocessing,f,3,1975,embedded,1.4,1.4,1.4,1.0,1.15,1.15,0.7,1.4,1.0,1.4,0.5,0.5,1.4,1.15,1.15,2821,400
34,gal,Avionics,g,1,1986,organic,1.0,1.15,0.7,1.15,1.0,0.7,1.15,1.4,1.15,1.15,0.7,1.0,1.4,0.7,1.0,128,41782
32,hst,missionplanning,f,2,1975,organic,1.0,1.15,1.4,1.65,1.15,1.15,1.0,1.4,0.7,1.0,0.5,1.0,0.7,1.15,0.7,13,1181
68,slp,avionicsmonitoring,f,5,1986,semidetached,0.7,1.0,0.7,1.0,1.65,1.15,1.4,1.0,1.0,1.4,1.0,0.7,0.7,0.5,0.7,162,2400
31,Y,datacapture,f,6,1976,embedded,0.7,1.4,1.65,1.65,1.15,1.15,1.0,1.0,1.15,1.4,1.0,1.0,0.7,1.4,1.15,111,420
42,X,science,f,6,1986,embedded,1.0,1.15,1.65,1.65,1.4,1.0,1.4,1.15,1.0,1.4,0.5,0.7,0.7,1.15,1.15,20,48
72,gal,launchprocessing,f,2,1975,semidetached,0.7,0.7,1.15,1.15,1.4,0.7,1.0,1.4,1.4,1.0,1.15,1.15,1.4,0.5,1.0,111,480
43,Y,simulation,g,2,1974,organic,1.0,0.7,1.0,1.4,1.65,1.15,0.7,1.15,1.4,1.15,0.5,1.0,0.5,0.7,1.15,163,1181
31,de,missionplanning,g,6,1975,organic,0.7,1.0,1.4,1.15,1.65,0.7,1.15,1.15,0.7,1.0,0.7,1.15,0.7,1.4,1.0,114,988
13,gal,monitor_control,f,5,1987,semidetached,1.4,1.0,1.4,1.15,1.65,1.0,1.15,1.4,0.7,1.15,0.7,0.7,1.0,0.5,0.7,295,750
4,X,application_ground,g,5,1985,embedded,1.0,1.0,1.0,1.65,1.65,1.15,1.15,1.0,1.4,1.15,1.15,0.5,1.15,0.5,1.15,980,1248
55,de,launchprocessing,f,2,1982,organic,1.15,0.7,1.65,1.0,1.65,1.0,1.0,1.15,1.15,1.4,0.5,1.15,0.7,0.5,1.15,1779,8211
18,Y,realdataprocessing,f,1,1987,semidetached,0.7,1.4,1.65,1.4,1.15,0.7,0.7,1.15,1.0,1.15,1.0,1.0,1.4,0.5,1.0,2847,720
43,X,realdataprocessing,g,1,1975,embedded,0.7,0.7,1.65,1.65,1.0,0.7,1.4,1.15,1.0,1.0,0.5,0.7,1.15,1.15,1.15,100,8211
94,Y,communications,g,1,1977,organic,1.4,1.4,1.0,1.4,1.65,0.7,0.7,1.15,1.15,1.4,0.7,1.15,0.7,0.5,1.15,104,82
99,Y,simulation,f,6,1980,semidetached,0.7,1.15,1.65,1.0,1.0,1.0,0.7,1.4,1.4,1.0,1.0,1.15,0.7,1.0,0.7,97,2120
15,hst,avionicsmonitoring,f,3,1979,semidetached,1.4,0.7,0.7,1.4,1.65,1.15,1.15,1.15,1.0,1.15,1.0,0.5,0.7,1.0,1.15,150,278
60,Y,Avionics,g,5,1987,semidetached,1.0,1.0,1.4,1.15,1.15,1.0,1.0,1.4,1.4,1.4,0.5,0.5,1.15,1.0,1.15,339,882
84,de,Avionics,g,5,1974,semidetached,0.7,1.15,1.65,1.15,1.4,1.15,0.7,1.0,1.0,1.15,1.15,1.15,1.4,0.7,1.0,111,432
98,hst,realdataprocessing,f,3,1978,semidetached,1.4,1.0,1.0,1.65,1.15,1.15,0.7,1.4,1.4,1.4,0.5,1.0,1.4,0.7,1.0,15,70
22,de,monitor_control,g,6,1982,organic,1.0,1.15,1.15,1.65,1.4,1.15,1.4,1.15,0.7,1.15,1.15,1.0,1.4,0.5,1.15,82,420
40,hst,science,g,1,1987,organic,1.4,1.0,1.4,1.0,1.65,0.7,0.7,1.4,1.15,1.0,1.0,0.7,1.15,0.7,1.0,151,18
21,hst,datacapture,g,6,1985,semidetached,1.0,1.15,0.7,1.15,1.65,1.15,1.4,1.4,1.4,1.0,0.5,0.5,1.15,0.5,0.7,14,1368
71,gal,monitor_control,g,5,1975,embedded,0.7,0.7,1.15,1.65,1.4,1.0,1.15,1.0,1.4,1.4,1.0,1.0,1.15,1.4,1.15,50,8211
42,erb,Avionics,f,2,1985,semidetached,0.7,1.0,0.7,1.4,1.15,1.0,1.4,1.0,1.4,1.0,1.15,0.5,0.5,0.7,1.15,1779,84
42,Y,operatingsystem,g,1,1977,semidetached,1.4,0.7,1.15,1.15,1.65,1.15,1.0,1.4,0.7,1.0,1.15,0.7,0.7,1.4,1.0,90,50
1,hst,monitor_control,g,5,1974,embedded,1.4,1.4,1.0,1.65,1.0,0.7,1.15,1.0,1.0,1.15,0.7,0.7,0.5,1.4,1.0,1779,750
50,hst,monitor_control,f,3,1980,semidetached,1.4,0.7,0.7,1.65,1.15,1.0,0.7,1.15,1.4,1.4,1.0,0.7,0.5,0.7,1.0,9,750
53,erb,application_ground,g,6,1975,semidetached,1.4,1.15,1.4,1.4,1.65,1.0,0.7,1.4,1.4,1.4,0.5,0.5,0.5,0.7,0.7,55,444
67,slp,batchdataprocessing,f,2,1975,semidetached,0.7,1.0,1.0,1.15,1.15,1.15,1.0,1.4,1.15,1.4,1.15,0.7,0.7,1.15,1.0,114,973
27,hst,simulation,f,3,1979,embedded,0.7,1.0,1.0,1.65,1.4,1.15,1.15,1.0,0.7,1.4,0.5,1.15,0.5,1.4,1.0,79,18
63,X,Avionics,f,3,1987,organic,0.7,0.7,1.0,1.15,1.4,1.0,1.4,1.15,1.0,1.4,1.15,1.0,1.4,0.5,1.15,666,48
10,slp,application_ground,f,6,1974,semidetached,1.0,1.4,1.15,1.65,1.0,1.15,1.4,1.0,0.7,1.4,0.7,1.0,1.0,0.5,1.15,144,370
75,erb,science,g,5,1975,semidetached,1.0,0.7,1.65,1.0,1.0,0.7,1.0,1.15,1.0,1.15,1.15,1.15,1.15,1.0,0.7,24,360
57,erb,monitor_control,f,1,1974,semidetached,1.4,1.15,1.4,1.65,1.15,1.15,0.7,1.4,0.7,1.0,1.15,1.15,1.4,0.7,1.15,41,150
35,hst,datacapture,f,5,1987,semidetached,0.7,1.0,0.7,1.0,1.4,0.7,0.7,1.0,1.4,1.0,0.7,1.0,1.4,1.15,1.0,14,2120
3,gal,launchprocessing,f,5,1984,embedded,1.4,1.15,1.4,1.15,1.65,1.0,1.4,1.4,0.7,1.0,0.7,0.7,0.7,1.4,1.15,423,1368
68,Y,launchprocessing,f,2,1979,embedded,1.4,1.4,1.4,1.15,1.65,1.0,1.0,1.0,1.4,1.4,0.5,0.7,1.4,1.15,1.0,423,114
64,hst,batchdataprocessing,f,3,1978,embedded,1.15,1.4,1.4,1.0,1.15,1.15,0.7,1.15,1.0,1.4,0.5,0.7,1.0,1.0,1.15,113,70
76,erb,batchdataprocessing,g,6,1980,organic,0.7,0.7,1.0,1.4,1.65,1.0,1.0,1.0,1.15,1.4,0.5,1.15,1.15,1.15,0.7,50,278
52,gal,Avionics,g,2,1971,semidetached,1.15,1.15,1.65,1.0,1.15,1.0,0.7,1.4,1.15,1.4,0.5,1.0,0.7,1.4,1.15,8,210
32,slp,application_ground,f,2,1986,embedded,1.4,1.4,0.7,1.15,1.15,0.7,1.15,1.0,1.0,1.15,0.7,1.0,1.15,1.0,0.7,21,278
20,de,communications,f,2,1986,organic,1.15,1.0,1.15,1.4,1.4,1.0,1.0,1.15,1.4,1.0,1.0,0.7,1.15,1.0,0.7,165,2460
67,spl,communications,g,2,1979,organic,1.0,0.7,1.15,1.65,1.4,1.0,0.7,1.15,1.15,1.15,1.0,1.0,1.15,1.0,0.7,77,430
14,de,application_ground,g,5,1978,semidetached,1.4,1.15,0.7,1.4,1.4,1.0,0.7,1.15,1.15,1.4,1.0,0.7,1.0,0.7,0.7,2847,576
32,spl,realdataprocessing,g,2,1978,semidetached,1.4,0.7,1.0,1.4,1.4,1.15,1.4,1.0,1.15,1.4,0.7,1.0,0.7,0.7,1.0,233,1368
71,hst,simulation,f,1,1985,embedded,1.15,0.7,1.15,1.15,1.4,1.0,0.7,1.0,0.7,1.4,1.15,0.5,0.7,1.15,0.7,34,114
48,gal,operatingsystem,g,3,1984,semidetached,1.0,0.7,0.7,1.65,1.65,0.7,1.15,1.0,1.4,1.4,1.15,0.5,0.5,0.7,0.7,85,480
35,X,Avionics,f,3,1971,embedded,1.4,1.0,1.15,1.0,1.4,0.7,1.4,1.0,1.15,1.0,1.15,0.7,1.15,1.15,1.0,13,703
89,erb,science,f,1,1984,semidetached,1.4,1.0,1.65,1.0,1.0,0.7,0.7,1.4,0.7,1.4,0.5,0.5,1.0,1.0,1.0,6,4560
50,slp,avionicsmonitoring,g,1,1974,embedded,1.0,1.4,1.15,1.0,1.65,1.15,1.0,1.15,1.4,1.0,1.0,0.5,1.0,1.0,0.7,62,400
24,gal,application_ground,f,3,1971,embedded,1.4,1.4,1.4,1.0,1.65,1.15,1.4,1.0,1.0,1.0,1.15,1.15,0.7,0.7,0.7,355,5714
100,de,realdataprocessing,f,1,1977,semidetached,1.0,1.0,1.65,1.15,1.0,0.7,1.0,1.4,1.4,1.15,1.0,1.15,1.0,1.15,1.15,114,2120
11,slp,datacapture,g,3,1979,organic,1.4,0.7,1.4,1.15,1.15,1.0,1.0,1.0,1.4,1.15,1.0,0.7,1.0,0.7,0.7,101,1176
35,erb,avionicsmonitoring,g,6,1976,semidetached,1.0,0.7,1.65,1.65,1.0,0.7,0.7,1.0,1.15,1.15,0.7,1.15,1.15,1.4,1.0,53,72
25,Y,avionicsmonitoring,f,6,1986,semidetached,1.15,1.0,1.4,1.4,1.4,1.0,0.7,1.0,1.4,1.4,1.0,0.7,0.5,1.0,1.0,485,17725
59,X,communications,g,1,1986,semidetached,1.0,1.0,1.4,1.65,1.4,1.15,1.0,1.15,0.7,1.4,0.7,0.5,1.0,1.4,1.15,70,170
71,de,datacapture,g,1,1984,embedded,1.15,0.7,1.0,1.4,1.0,0.7,0.7,1.15,1.15,1.4,0.5,1.0,1.4,1.15,1.0,352,360
36,Y,batchdataprocessing,g,2,1985,organic,0.7,1.15,0.7,1.0,1.65,1.15,0.7,1.0,1.15,1.0,1.0,0.5,0.7,1.4,1.0,15,41782
69,spl,operatingsystem,f,3,1978,semidetached,0.7,1.4,1.4,1.15,1.15,1.15,1.4,1.4,1.4,1.15,0.7,1.15,0.5,0.7,0.7,197,4560
59,hst,operatingsystem,g,6,1971,semidetached,1.15,0.7,1.4,1.4,1.4,0.7,1.0,1.0,1.15,1.4,1.15,1.0,1.0,0.5,1.15,50,12
65,X,batchdataprocessing,g,1,1978,embedded,1.15,1.0,1.0,1.65,1.65,1.0,1.15,1.4,1.4,1.15,1.0,0.7,1.15,0.5,1.0,78,41782
72,gal,launchprocessing,g,1,1983,organic,0.7,1.15,0.7,1.0,1.15,1.0,1.15,1.4,0.7,1.4,0.7,1.15,0.7,0.5,0.7,53,1200
81,erb,utility,g,5,1971,embedded,0.7,1.15,0.7,1.4,1.65,0.7,0.7,1.0,1.4,1.4,0.5,1.0,1.4,1.0,1.15,233,17725
24,gal,communications,g,1,1983,organic,1.0,1.0,0.7,1.4,1.0,0.7,1.15,1.15,1.4,1.0,0.7,1.15,0.7,1.4,1.15,302,19245
31,spl,realdataprocessing,g,2,1980,organic,1.0,1.4,1.0,1.4,1.65,0.7,1.4,1.4,1.0,1.0,1.15,1.0,0.5,1.15,0.7,50,120
42,slp,missionplanning,f,5,1971,semidetached,0.7,1.4,1.4,1.4,1.15,1.0,0.7,1.4,1.0,1.15,1.15,1.0,0.7,0.7,1.0,97,2400
4,Y,avionicsmonitoring,f,6,1976,embedded,0.7,1.0,1.65,1.15,1.65,1.15,0.7,1.0,1.4,1.0,1.0,1.0,1.15,1.0,0.7,2821,70
38,gal,missionplanning,g,2,1980,semidetached,1.0,1.0,1.65,1.15,1.4,1.15,1.15,1.0,1.15,1.15,0.5,1.0,0.7,1.15,1.15,725,8211
89,erb,Avionics,g,5,1982,embedded,1.4,1.15,0.7,1.0,1.65,1.0,1.15,1.15,1.0,1.15,1.15,1.15,0.5,1.4,1.15,15,648
92,Y,communications,g,3,1974,organic,1.4,0.7,0.7,1.4,1.65,1.15,1.4,1.0,0.7,1.15,1.0,0.7,0.7,1.0,1.0,100,370
9,hst,operatingsystem,g,3,1985,embedded,1.0,0.7,1.15,1.15,1.15,0.7,1.15,1.4,1.4,1.15,1.15,0.5,1.4,0.7,1.15,980,192
8,de,realdataprocessing,g,6,1976,embedded,1.4,0.7,1.4,1.4,1.0,0.7,1.4,1.0,1.0,1.15,1.0,0.7,0.5,1.0,1.15,15,599
7,X,avionicsmonitoring,f,1,1975,organic,0.7,1.15,1.0,1.65,1.4,1.15,0.7,1.4,1.15,1.4,0.5,1.15,1.4,1.15,0.7,1779,150
18,gal,science,g,6,1977,organic,1.15,1.15,1.0,1.15,1.4,0.7,1.0,1.0,1.15,1.0,1.15,1.15,1.4,1.4,1.0,104,973
63,X,utility,g,3,1980,semidetached,1.4,0.7,1.0,1.65,1.0,1.15,1.15,1.0,0.7,1.4,1.15,0.7,1.15,0.7,0.7,16,239
69,X,communications,f,3,1976,organic,1.4,1.0,0.7,1.15,1.4,0.7,0.7,1.0,1.0,1.4,1.0,1.0,1.15,0.5,1.15,8,703
38,erb,launchprocessing,f,2,1983,organic,0.7,1.4,1.65,1.15,1.0,1.15,1.15,1.15,0.7,1.4,0.7,0.7,1.15,1.4,1.15,50,240
71,de,communications,f,2,1982,organic,1.15,0.7,1.15,1.65,1.15,0.7,1.4,1.15,1.15,1.0,0.5,1.15,1.0,1.15,1.0,65,155
43,gal,simulation,g,2,1978,embedded,0.7,1.15,0.7,1.0,1.0,0.7,1.15,1.15,1.15,1.4,1.0,1.15,1.0,1.15,1.15,475,882
72,de,science,f,5,1971,semidetached,1.4,1.4,1.4,1.0,1.15,1.15,0.7,1.0,1.4,1.0,1.0,1.15,0.5,0.5,1.0,97,42
42,erb,avionicsmonitoring,f,6,1974,semidetached,1.15,0.7,1.15,1.15,1.4,0.7,0.7,1.15,1.15,1.15,1.0,0.7,0.7,0.5,0.7,151,150
94,de,science,f,5,1977,semidetached,1.0,1.15,1.0,1.0,1.65,1.0,0.7,1.15,1.0,1.0,0.5,1.0,1.15,1.4,1.0,227,19245
5,spl,science,f,2,1976,organic,0.7,1.4,1.0,1.15,1.4,1.15,1.4,1.4,1.0,1.15,0.5,0.7,1.0,1.0,0.7,6,636
68,slp,operatingsystem,f,1,1984,semidetached,1.4,1.15,1.65,1.15,1.4,0.7,1.4,1.0,1.4,1.4,1.0,0.7,0.5,1.0,0.7,40,3528
52,X,monitor_control,f,3,1983,organic,1.4,1.4,1.15,1.15,1.4,1.15,1.0,1.15,1.15,1.15,0.7,0.5,0.5,1.15,0.7,165,5714
38,Y,launchprocessing,f,6,1984,semidetached,1.15,1.4,1.15,1.65,1.15,1.15,1.15,1.4,0.7,1.0,0.7,1.0,1.15,1.4,1.15,355,210
57,hst,simulation,f,3,1987,embedded,1.15,1.15,1.0,1.0,1.4,1.0,1.0,1.4,1.0,1.15,1.0,1.15,1.15,1.4,0.7,40,252
19,de,Avionics,f,6,1977,organic,1.0,1.4,1.65,1.4,1.65,1.15,1.0,1.4,1.4,1.4,0.7,1.0,1.4,1.0,1.15,162,162
78,X,missionplanning,g,1,1971,semidetached,1.4,1.15,1.0,1.4,1.0,1.15,0.7,1.4,0.7,1.4,0.7,0.7,1.0,0.7,0.7,100,170
50,erb,realdataprocessing,g,6,1979,semidetached,1.0,1.4,1.0,1.65,1.15,0.7,1.4,1.4,1.15,1.15,1.0,1.0,1.4,1.0,1.0,271,420
19,gal,science,f,2,1971,organic,0.7,1.4,1.0,1.4,1.0,1.0,1.0,1.4,1.0,1.0,1.15,0.5,0.5,1.4,1.0,151,50
7,spl,science,g,6,1987,organic,1.0,1.0,1.15,1.0,1.65,1.0,1.0,1.15,1.15,1.15,1.0,0.7,0.5,0.7,1.0,2821,60
47,slp,science,f,2,1976,organic,1.0,0.7,1.4,1.0,1.65,1.15,0.7,1.0,1.15,1.15,0.7,0.7,1.0,0.7,1.15,38,239
6,gal,Avionics,f,3,1977,embedded,1.15,0.7,1.4,1.4,1.4,1.0,1.0,1.4,1.15,1.0,0.7,0.5,0.7,1.0,0.7,302,278
25,hst,communications,f,3,1978,semidetached,1.15,1.0,1.4,1.4,1.65,0.7,1.15,1.4,1.4,1.0,1.15,0.7,1.0,1.15,1.0,9,3528
31,gal,utility,f,2,1982,embedded,1.0,1.0,1.0,1.4,1.15,1.0,0.7,1.15,1.4,1.0,1.0,1.0,1.4,0.5,1.15,62,24
20,X,avionicsmonitoring,f,5,1977,organic,0.7,1.4,1.0,1.0,1.0,1.15,0.7,1.0,0.7,1.15,1.15,1.15,1.4,1.15,0.7,302,599
63,X,Avionics,f,6,1977,semidetached,1.15,0.7,1.15,1.4,1.0,1.0,0.7,1.15,1.15,1.4,1.0,0.7,0.5,0.5,1.0,485,409
57,slp,monitor_control,g,5,1977,organic,1.4,1.0,1.4,1.4,1.65,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,16,312
12,slp,communications,g,1,1982,organic,1.0,1.4,1.0,1.65,1.65,1.0,1.15,1.0,1.0,1.15,1.15,1.15,1.15,1.15,1.15,14,703
13,hst,realdataprocessing,g,3,1982,embedded,1.0,1.0,1.0,1.65,1.65,1.0,1.4,1.4,1.0,1.4,0.7,0.7,1.15,1.0,1.0,50,1350
81,hst,datacapture,g,2,1986,organic,1.15,1.4,1.0,1.0,1.0,1.15,1.4,1.15,1.4,1.4,1.0,1.15,0.5,1.15,1.15,77,42
97,slp,application_ground,f,1,1977,semidetached,1.0,1.4,1.65,1.15,1.15,1.0,0.7,1.0,1.4,1.0,1.15,0.5,1.4,1.15,1.15,100,12
91,slp,launchprocessing,f,5,1983,organic,1.4,1.15,0.7,1.0,1.0,1.15,1.0,1.15,0.7,1.0,1.15,0.5,0.5,1.15,1.15,295,600
36,X,batchdataprocessing,g,2,1983,semidetached,0.7,0.7,1.65,1.65,1.0,1.0,1.4,1.4,1.15,1.0,1.0,1.0,1.0,1.15,1.15,423,18
101,Y,realdataprocessing,f,1,1982,embedded,1.15,1.0,1.15,1.65,1.4,1.15,1.15,1.0,1.4,1.4,0.5,0.5,0.7,1.15,1.0,162,756
82,gal,utility,g,6,1982,organic,0.7,0.7,0.7,1.4,1.15,1.15,0.7,1.15,1.4,1.0,1.0,0.5,0.7,0.5,1.15,154,107
80,de,application_ground,f,1,1984,semidetached,1.4,1.4,0.7,1.15,1.65,0.7,1.0,1.15,1.15,1.15,0.5,1.15,1.0,0.5,1.0,100,420
61,Y,datacapture,g,2,1971,organic,1.0,1.4,0.7,1.15,1.0,1.15,1.0,1.0,1.15,1.4,1.0,0.7,1.15,1.0,0.7,325,215
66,slp,datacapture,g,6,1987,semidetached,1.4,1.0,0.7,1.65,1.15,1.15,1.15,1.0,1.4,1.4,1.0,1.15,0.7,1.0,0.7,326,324
74,Y,communications,f,1,1980,organic,1.15,0.7,1.15,1.0,1.15,0.7,1.0,1.15,0.7,1.4,0.5,1.15,0.5,0.7,1.15,78,278
21,gal,realdataprocessing,f,1,1982,semidetached,1.0,0.7,1.4,1.15,1.65,1.15,1.15,1.15,0.7,1.15,1.0,1.0,0.7,1.15,1.0,339,1350
60,slp,monitor_control,f,1,1971,organic,0.7,1.4,1.65,1.0,1.4,0.7,0.7,1.4,1.0,1.15,0.5,0.7,1.15,1.4,1.0,40,210
46,spl,science,g,5,1982,organic,1.0,1.4,1.4,1.15,1.0,1.0,1.15,1.0,1.15,1.15,1.0,0.7,1.4,0.7,1.15,137,70
81,Y,realdataprocessing,g,1,1984,semidetached,0.7,1.0,0.7,1.15,1.0,1.15,1.15,1.0,1.4,1.4,1.15,0.7,0.5,1.0,0.7,8,42
82,erb,communications,g,6,1984,organic,1.4,0.7,1.65,1.0,1.15,1.0,1.4,1.15,1.4,1.4,0.7,0.7,0.5,0.5,0.7,15,2120
25,Y,Avionics,f,5,1980,organic,1.15,1.15,0.7,1.15,1.0,1.15,1.15,1.0,0.7,1.15,0.5,1.0,0.7,1.15,0.7,114,215
63,Y,operatingsystem,f,1,1986,organic,0.7,1.15,1.15,1.0,1.4,1.15,1.4,1.4,1.15,1.15,1.0,1.15,1.15,1.0,1.15,77,70
14,erb,missionplanning,g,1,1978,embedded,1.4,1.0,0.7,1.65,1.0,1.15,1.4,1.0,1.4,1.0,1.0,1.15,1.4,0.5,1.15,14,1368
21,gal,avionicsmonitoring,g,6,1977,semidetached,1.15,0.7,1.4,1.15,1.0,1.0,1.15,1.4,1.4,1.4,0.5,1.15,0.5,1.4,0.7,240,444
50,erb,launchprocessing,f,3,1979,semidetached,1.4,1.0,1.15,1.0,1.0,1.15,0.7,1.0,1.15,1.0,1.15,0.5,1.4,0.7,1.15,271,12
14,hst,datacapture,g,3,1984,embedded,0.7,1.4,0.7,1.65,1.15,1.0,1.4,1.0,1.15,1.15,0.5,1.15,0.7,1.0,1.15,35,756
74,erb,application_ground,g,5,1974,embedded,1.0,1.0,1.15,1.65,1.0,1.0,1.15,1.15,0.7,1.15,0.7,1.15,0.7,0.7,1.0,154,162
66,slp,monitor_control,g,5,1975,embedded,1.0,1.4,1.4,1.65,1.4,0.7,1.15,1.0,1.4,1.4,0.5,1.0,0.7,1.15,1.15,227,155
68,slp,communications,f,1,1986,embedded,1.15,1.15,1.4,1.65,1.0,0.7,0.7,1.0,1.4,1.0,0.5,0.7,0.5,0.7,0.7,475,458
4,gal,monitor_control,f,6,1985,embedded,1.4,1.15,0.7,1.4,1.4,1.0,1.4,1.15,1.0,1.4,0.7,1.15,0.5,1.4,1.0,190,16459
45,X,realdataprocessing,f,2,1980,semidetached,1.15,0.7,1.15,1.65,1.0,0.7,1.0,1.0,1.15,1.0,0.5,1.15,1.0,1.0,1.15,233,1248
89,slp,realdataprocessing,f,3,1984,semidetached,1.4,0.7,1.0,1.4,1.65,1.0,1.15,1.4,1.0,1.0,0.5,1.15,1.4,0.7,1.15,326,17725
69,spl,science,g,2,1971,organic,1.4,1.4,1.65,1.4,1.65,1.15,0.7,1.15,1.0,1.0,0.5,1.0,0.7,1.15,1.0,98,2400
14,X,simulation,f,1,1983,embedded,1.15,1.0,1.4,1.15,1.15,1.15,1.4,1.4,1.15,1.0,0.5,1.15,1.15,0.7,1.0,315,162
18,spl,utility,f,6,1974,embedded,1.4,1.0,1.0,1.0,1.65,1.0,0.7,1.4,0.7,1.0,1.0,1.0,0.7,1.15,1.15,980,38
5,gal,launchprocessing,f,6,1985,organic,1.0,1.0,1.65,1.15,1.0,0.7,0.7,1.4,1.15,1.0,0.7,0.7,1.15,1.4,1.15,20,2120
22,slp,batchdataprocessing,f,2,1980,organic,1.4,1.15,0.7,1.0,1.15,0.7,1.4,1.15,0.7,1.0,1.15,0.7,1.0,1.4,0.7,144,720
27,Y,utility,g,1,1976,embedded,1.0,0.7,1.0,1.15,1.15,0.7,1.4,1.0,1.0,1.4,1.0,1.15,0.5,1.15,1.15,2821,84
27,X,communications,f,5,1983,embedded,1.15,1.15,1.4,1.65,1.4,0.7,0.7,1.4,1.0,1.4,1.0,0.7,1.0,1.0,1.0,16,12
5,erb,monitor_control,g,6,1982,organic,0.7,0.7,1.65,1.4,1.15,1.15,1.0,1.0,1.4,1.15,0.5,0.7,0.5,1.0,0.7,24,70
81,erb,datacapture,f,3,1977,semidetached,1.15,1.15,1.0,1.15,1.15,1.15,1.0,1.0,0.7,1.4,0.7,0.5,1.4,1.4,1.15,24,600
81,de,application_ground,g,1,1985,organic,1.4,1.0,0.7,1.15,1.0,0.7,0.7,1.15,1.0,1.15,1.15,1.0,1.4,0.7,1.15,16,97
82,slp,datacapture,f,1,1978,semidetached,0.7,1.4,1.4,1.4,1.15,0.7,1.15,1.4,0.7,1.0,0.5,1.0,1.15,1.0,0.7,32,41782
14,de,Avionics,g,3,1974,embedded,0.7,1.0,0.7,1.0,1.4,1.15,1.4,1.0,1.15,1.0,0.5,0.5,0.7,0.7,1.0,128,150
50,gal,batchdataprocessing,g,6,1986,embedded,1.0,0.7,1.4,1.4,1.4,0.7,0.7,1.0,0.7,1.4,0.5,0.7,1.4,1.0,0.7,1779,576
81,Y,datacapture,g,1,1986,semidetached,1.15,0.7,1.0,1.15,1.4,1.0,1.15,1.15,1.15,1.0,0.5,0.5,0.7,1.0,0.7,32,16459
70,Y,operatingsystem,f,5,1982,semidetached,0.7,1.15,1.4,1.65,1.4,1.0,1.0,1.0,1.0,1.0,0.7,1.15,1.0,0.7,1.0,10,720
91,spl,datacapture,f,1,1982,organic,1.4,1.4,1.0,1.0,1.4,1.15,1.0,1.15,1.15,1.0,0.7,1.0,0.5,1.15,0.7,355,17725
33,de,science,g,5,1971,embedded,1.4,1.15,1.0,1.4,1.4,1.0,1.4,1.4,1.0,1.15,1.15,1.15,0.5,1.4,1.15,6,252
56,hst,science,f,2,1978,organic,1.4,1.0,1.15,1.0,1.4,0.7,1.4,1.15,1.4,1.15,1.15,1.0,1.4,1.15,0.7,163,750
71,spl,application_ground,g,6,1986,organic,1.0,1.15,1.4,1.15,1.65,1.15,1.0,1.0,1.0,1.4,0.7,0.7,1.15,1.4,1.0,24,1350
32,de,application_ground,g,3,1978,embedded,0.7,1.0,1.0,1.0,1.15,1.15,0.7,1.4,1.15,1.0,0.5,1.15,1.4,1.4,1.0,111,150
81,de,avionicsmonitoring,g,2,1977,semidetached,1.0,1.0,1.65,1.65,1.15,1.15,0.7,1.4,1.0,1.4,1.15,1.15,0.7,0.5,0.7,50,882
82,X,application_ground,g,5,1976,semidetached,1.15,1.15,1.65,1.15,1.4,1.0,0.7,1.15,1.4,1.15,1.15,0.7,0.7,1.0,1.0,150,82
