ID,AFP,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Effort
4896,198,124,102,132,20,14633
4897,432,117,0,175,0,234
4898,1735,292,292,0,32,15947
4899,119,165,47,0,4,9535
4900,0,68,276,44,279,0
4901,0,0,210,0,0,17764
4902,2220,0,54,192,238,1407
4903,2103,207,13,261,48,0
4904,1330,119,195,290,175,0
4905,0,298,0,199,295,0
4906,0,405,20,275,464,0
4907,0,234,39,62,271,4740
4908,846,125,167,310,17,9517
4909,600,4,129,130,0,2793
4910,2524,210,313,146,105,11
4911,0,8,218,246,0,3620
4912,239,0,0,54,30,6097
4913,307,209,0,45,236,2636
4914,1167,188,19,128,0,1819
4915,118,161,129,127,234,0
4916,0,393,0,61,262,4478
4917,1056,117,215,121,60,4000
4918,0,182,96,121,306,11707
4919,0,0,186,157,266,12647
4920,195,26,0,0,0,23651
4921,1123,272,27,46,91,11894
4922,78,0,18,144,185,734
4923,133,189,0,45,163,0
4924,1728,0,99,83,71,0
4925,0,74,223,75,103,8971
4926,1163,132,73,0,286,10698
4927,2807,24,68,0,295,10253
4928,859,267,157,88,0,6543
4929,1106,105,0,49,143,0
4930,0,6,0,219,196,4230
4931,1611,0,102,49,174,5790
4932,0,18,0,0,220,2033
4933,1673,186,0,146,0,2347
4934,454,111,113,398,11,10848
4935,517,0,241,108,349,0
4936,0,289,116,0,177,11473
4937,0,0,41,156,218,5918
4938,1706,0,60,185,132,5313
4939,0,111,0,184,213,15839
4940,0,149,0,395,126,1661
4941,20,0,386,163,68,0
4942,0,225,85,0,158,9577
4943,139,256,260,82,28,0
4944,638,20,83,152,164,5545
4945,556,205,151,29,62,1465
4946,0,72,87,0,92,2482
4947,1446,208,146,0,96,5930
4948,0,177,0,0,296,5418
4949,856,101,171,175,153,0
4950,8,180,0,0,359,3954
4951,0,0,110,158,99,0
4952,440,226,0,288,128,0
4953,0,111,28,0,89,12633
4954,184,248,98,343,0,1456
4955,640,176,30,121,207,0
4956,30,55,55,202,140,0
4957,0,121,61,365,200,2334
4958,64,224,249,220,203,1461
4959,0,181,0,89,31,0
4960,369,185,100,112,0,6547
4961,2046,173,392,111,81,7840
4962,0,92,197,16,48,10349
4963,0,202,0,183,180,526
4964,0,33,190,43,330,14040
4965,120,164,341,103,35,6713
4966,1113,414,156,80,94,4635
4967,468,193,277,174,85,4126
4968,0,183,161,148,0,0
4969,724,168,207,188,322,3121
4970,2041,0,55,211,155,7675
4971,1519,166,148,196,61,5367
4972,145,81,260,106,0,26834
4973,0,0,113,86,328,7424
4974,0,39,60,219,197,0
4975,939,134,186,63,376,4835
4976,3013,296,36,272,137,5734
4977,238,181,38,138,215,14169
4978,2088,4,17,96,282,5330
4979,1663,391,69,34,98,0
4980,461,145,0,41,293,0
4981,1014,0,0,328,78,15607
4982,936,0,374,237,175,1431
4983,1544,118,96,311,334,7155
4984,0,0,176,52,55,11216
4985,464,153,134,27,65,0
4986,584,84,196,390,141,6006
4987,795,56,0,171,198,2145
4988,1514,21,249,86,311,12925
4989,578,52,316,0,6,0
4990,2096,0,79,195,180,10545
4991,705,302,0,0,23,15479
4992,0,0,168,47,168,4563
4993,2499,0,0,101,160,4062
4994,599,226,0,58,99,6957
4995,0,201,61,115,244,2048
4996,651,73,184,46,280,9727
4997,441,0,205,138,119,3844
4998,532,174,50,70,0,0
4999,1230,95,223,362,391,3156
5000,1169,93,0,113,70,9424
5001,0,332,0,245,259,8987
5002,1380,0,0,291,0,3800
5003,371,167,53,153,79,1345
5004,0,63,0,195,224,0
5005,823,145,0,72,0,1487
5006,96,213,124,0,18,4212
5007,0,0,124,258,0,9827
5008,1670,197,64,0,225,2664
5009,597,270,71,283,27,11517
5010,227,195,106,69,0,9456
5011,0,0,198,260,159,2558
5012,298,98,371,0,0,0
5013,265,289,336,150,0,4138
5014,2630,0,99,0,80,7380
5015,1143,205,110,289,167,6863
5016,424,169,346,0,335,0
5017,856,217,43,246,108,0
5018,1129,30,88,152,0,0
5019,464,0,21,267,199,3752
5020,1743,130,22,0,0,7511
5021,1079,25,117,36,39,11901
5022,293,197,175,228,103,0
5023,1883,0,64,0,0,0
5024,902,0,348,299,223,5445
5025,0,236,175,57,280,2557
5026,0,119,94,412,178,20270
5027,860,350,76,19,76,0
5028,75,0,163,152,119,0
5029,1571,180,213,57,124,10625
5030,2226,167,207,123,20,11140
5031,0,153,98,289,118,12686
5032,0,183,92,125,283,0
5033,0,393,148,194,297,0
5034,0,288,0,328,35,2851
5035,0,5,0,113,198,8799
5036,533,264,13,212,420,0
5037,1134,0,114,0,227,12931
5038,490,49,286,129,228,5340
5039,1847,0,0,181,0,0
5040,0,155,347,170,10,4510
5041,758,194,275,0,58,9215
5042,0,123,161,171,81,2231
5043,181,0,73,274,14,0
5044,0,62,47,443,21,2042
5045,0,240,403,307,0,4644
5046,0,70,328,163,86,6136
5047,0,0,233,386,0,2545
5048,416,62,182,101,158,0
5049,0,113,48,0,0,0
5050,556,102,116,229,0,3038
5051,1305,126,7,0,34,7379
5052,1449,0,66,54,131,0
5053,174,0,143,19,275,7930
5054,627,201,270,58,0,0
5055,244,173,230,128,205,346
5056,1808,15,82,389,0,0
5057,1104,202,0,121,72,0
5058,343,0,179,0,117,6029
5059,0,84,37,27,77,9546
5060,710,16,358,130,0,0
5061,1706,0,121,0,0,0
5062,0,160,75,0,0,0
5063,0,36,125,71,402,12458
5064,0,0,175,0,246,0
5065,0,210,0,90,181,0
5066,2485,0,0,102,0,11147
5067,0,68,429,141,0,0
5068,0,169,191,205,174,4399
5069,3726,374,205,0,283,8105
5070,891,253,0,4,84,11748
5071,904,160,95,0,274,12533
5072,951,0,0,44,381,14133
5073,135,43,324,195,0,0
5074,664,153,0,109,0,5462
5075,0,123,49,91,132,11645
5076,506,258,10,147,47,11743
5077,2068,194,86,0,111,11947
5078,938,33,178,20,182,4808
5079,496,163,192,60,210,8619
5080,0,131,106,0,83,4675
5081,508,248,0,0,141,5744
5082,730,227,176,62,152,5873
5083,1257,217,0,74,50,7198
5084,1082,0,102,130,0,0
5085,1762,0,72,0,65,8698
5086,0,0,246,198,126,3228
5087,0,227,179,0,58,0
5088,2435,160,310,212,346,14542
5089,438,0,191,101,46,9445
5090,861,83,0,0,253,9649
5091,657,16,61,0,72,2622
5092,1897,0,0,0,80,971
5093,0,295,123,201,15,12948
5094,0,51,254,187,266,0
5095,0,0,0,64,84,2376
5096,0,104,133,9,333,9518
5097,1374,80,113,242,244,12779
5098,577,172,0,0,287,4308
5099,120,127,174,165,0,0
5100,744,42,220,330,155,0
5101,1287,304,36,230,110,0
5102,203,0,83,323,128,0
5103,881,306,250,378,140,319
5104,406,148,132,148,96,9957
5105,1451,0,200,0,250,9650
5106,0,227,68,280,406,4431
5107,915,85,36,0,182,10403
5108,1545,24,246,341,145,4668
5109,287,0,266,68,0,12307
5110,2312,175,103,202,53,12502
5111,973,0,171,37,177,9584
5112,1137,29,4,89,132,0
5113,211,70,170,330,275,5635
5114,825,164,0,0,108,120
5115,0,154,532,140,0,8152
5116,0,131,0,0,32,0
5117,344,288,280,230,167,9482
5118,0,211,108,40,131,3145
5119,477,195,134,36,28,2018
5120,0,213,60,175,343,0
5121,1814,103,0,204,65,15846
5122,1330,227,77,1,207,6561
5123,0,0,5,0,201,4197
5124,0,99,0,270,110,6181
5125,1176,155,0,181,164,5303
5126,0,120,161,0,53,15426
5127,24,304,310,397,182,0
5128,0,6,0,0,0,4854
5129,596,193,310,51,0,0
5130,0,121,0,0,35,13482
5131,1663,163,295,138,419,0
5132,1943,165,110,5,73,0
5133,1383,106,52,294,346,6463
5134,1523,66,0,38,102,0
5135,1780,0,64,203,171,8955
5136,1445,178,0,23,254,14393
5137,460,179,82,111,115,0
5138,85,164,145,204,204,9586
5139,801,171,160,95,374,7887
5140,1137,169,152,71,77,12460
5141,1897,93,137,31,104,0
5142,0,40,179,0,86,721
5143,0,184,0,56,296,1325
5144,1446,172,98,72,0,14215
5145,525,56,0,158,0,526
5146,0,0,218,5,0,0
5147,0,160,138,131,201,0
5148,485,153,51,313,195,2962
5149,0,63,93,110,85,0
5150,991,0,320,205,0,7947
5151,0,5,254,134,0,0
5152,0,135,285,140,51,8511
5153,0,214,103,0,26,3154
5154,1278,75,0,301,214,9152
5155,0,0,137,96,421,7568
5156,723,9,206,0,53,0
5157,0,202,0,61,67,2510
5158,760,0,0,7,154,8840
5159,1883,195,109,168,336,0
5160,1045,178,102,0,89,2244
5161,0,153,198,136,221,12758
5162,1162,232,71,347,350,665
5163,3444,135,45,114,182,17305
5164,382,46,108,0,103,7271
5165,1781,227,367,97,92,3755
5166,0,24,0,252,0,0
5167,0,235,32,210,172,3209
5168,753,63,0,0,57,711
5169,1,117,48,200,0,1197
5170,492,270,0,137,0,2260
5171,835,80,475,33,162,4552
5172,0,34,0,281,78,7997
5173,1016,87,80,345,126,0
5174,1098,240,0,98,236,13504
5175,911,222,168,68,108,550
5176,534,285,17,243,43,0
5177,0,73,161,200,8,12917
5178,0,0,0,0,234,1038
5179,1182,159,104,0,0,16638
5180,1122,0,299,369,245,5013
5181,1946,231,0,19,178,6703
5182,105,70,0,68,0,3181
5183,343,237,6,346,0,11198
5184,0,269,325,140,67,5792
5185,1688,367,56,27,41,4042
5186,2026,62,308,137,0,0
5187,373,205,342,187,0,0
5188,1049,0,158,72,100,5240
5189,2162,28,231,0,270,5028
5190,1747,326,0,565,0,6946
5191,0,26,0,64,0,0
5192,1375,210,102,10,116,6475
5193,798,34,107,0,37,0
5194,1481,113,114,71,255,11740
5195,0,0,0,0,8,7005
5196,2100,210,0,0,63,0
5197,546,0,201,71,359,4270
5198,0,98,193,0,199,0
5199,102,75,119,0,166,0
5200,0,297,286,26,186,4043
5201,0,127,320,275,124,0
5202,1150,66,199,109,126,12521
5203,1274,2,93,0,80,0
5204,672,295,107,0,445,0
5205,1565,279,138,30,0,0
5206,47,332,181,159,0,6136
5207,1987,50,24,128,211,2771
5208,528,38,0,211,172,15692
5209,142,0,0,353,0,10395
5210,0,249,37,304,57,531
5211,0,228,76,211,131,2274
5212,0,102,174,0,0,8232
5213,149,186,208,54,238,5465
5214,0,0,57,192,200,405
5215,1893,241,181,221,0,0
5216,102,263,4,131,124,12428
5217,371,123,129,269,28,5261
5218,1518,152,319,1,254,7463
5219,0,264,0,211,34,4561
5220,0,178,119,301,154,2122
5221,507,70,324,0,121,17206
5222,0,322,113,182,202,0
5223,2335,440,334,72,83,11851
5224,1005,31,0,0,179,735
5225,681,24,208,78,6,3056
5226,1013,93,232,156,240,7299
5227,665,275,105,19,393,520
5228,574,59,249,172,21,3081
5229,1646,184,58,8,297,0
5230,30,86,62,47,111,8458
5231,1233,0,35,57,0,5605
5232,729,194,171,19,135,5042
5233,1262,0,14,232,133,0
5234,0,0,76,0,35,0
5235,1323,0,43,137,214,3019
5236,0,0,162,165,0,5188
5237,665,0,216,119,428,0
5238,984,46,41,77,0,0
5239,0,142,318,18,0,0
5240,922,0,397,0,329,6337
5241,0,21,65,11,0,553
5242,425,119,183,113,83,6408
5243,2759,0,124,0,104,0
5244,1785,17,120,140,0,3133
5245,0,143,184,107,0,4175
5246,0,0,160,85,0,0
5247,0,398,349,272,0,0
5248,1353,105,3,265,51,597
5249,731,110,295,0,309,0
5250,0,92,263,213,180,8636
5251,1836,0,287,73,157,7088
5252,0,46,21,346,207,11176
5253,0,288,90,236,44,17870
5254,0,373,207,255,139,15885
5255,713,110,157,249,244,7103
5256,0,136,22,121,216,0
5257,1407,0,0,67,116,4519
5258,927,325,203,135,39,10791
5259,1934,131,163,130,176,8377
5260,0,291,0,124,216,3022
5261,0,92,217,177,184,13361
5262,1436,29,112,0,361,9635
5263,428,173,62,313,48,1556
5264,540,346,221,236,399,0
5265,0,167,436,0,0,5367
5266,2461,74,0,62,215,756
5267,274,241,149,108,0,3542
5268,1353,195,80,137,21,3716
5269,0,193,84,259,0,4638
5270,2088,259,102,72,1,531
5271,1274,0,29,120,17,0
5272,625,0,40,99,31,7037
5273,1247,0,236,263,0,6458
5274,1050,238,114,0,145,12682
5275,0,0,0,0,127,6377
5276,0,179,249,80,454,0
5277,2520,7,130,0,327,9436
5278,361,318,106,0,217,6052
5279,0,0,84,0,2,10459
5280,869,224,54,77,41,0
5281,616,0,33,153,7,5919
5282,0,191,42,130,0,0
5283,629,122,311,291,0,1744
5284,0,285,179,208,150,13441
5285,171,305,138,212,30,9637
5286,2752,192,160,363,319,12483
5287,10,0,149,0,253,0
5288,0,164,0,19,10,9009
5289,173,189,193,277,261,846
5290,208,189,0,124,0,0
5291,0,273,22,248,140,14057
5292,0,196,251,0,114,6157
5293,169,214,69,115,102,5631
5294,0,58,172,192,0,5860
5295,409,136,63,0,429,10585
5296,306,0,0,221,211,6927
5297,1016,128,75,331,237,0
5298,83,90,269,11,293,0
5299,1696,125,96,228,32,2880
5300,0,134,126,0,331,5492
5301,0,79,0,122,237,0
5302,33,102,80,345,369,353
5303,1395,70,130,122,197,8445
5304,23,201,131,286,396,0
5305,0,175,277,0,12,17566
5306,867,0,124,157,0,11663
5307,0,348,139,78,0,6224
5308,51,0,285,146,311,4671
5309,124,80,88,33,177,0
5310,174,61,27,64,0,310
5311,709,57,123,0,306,19383
5312,49,222,146,69,189,0
5313,0,165,0,0,125,4373
5314,492,217,101,0,435,6574
5315,414,0,0,261,101,0
5316,906,20,492,0,20,8311
5317,1437,50,162,200,117,1622
5318,0,77,0,323,92,0
5319,1488,180,302,318,362,6397
5320,1069,262,327,247,0,983
5321,754,53,0,12,0,3364
5322,458,71,157,0,0,0
5323,380,0,323,167,463,0
5324,1255,230,133,343,363,0
5325,0,0,361,84,90,4735
5326,1062,0,246,453,239,4926
5327,897,159,241,89,155,0
5328,0,189,218,47,0,0
5329,0,161,216,97,207,1451
5330,1327,22,40,192,99,8996
5331,249,166,0,284,242,2800
5332,0,0,150,209,200,319
5333,311,215,0,40,0,9181
5334,414,108,0,401,198,0
5335,11,0,201,73,208,677
5336,873,171,235,123,57,0
5337,790,25,362,374,0,0
5338,1098,34,0,0,374,3411
5339,576,150,224,0,138,5495
5340,108,171,77,376,257,0
5341,830,70,213,280,262,0
5342,690,312,63,0,152,9388
5343,2183,147,68,283,123,5497
5344,1377,245,26,47,56,7697
5345,1995,170,0,195,0,379
5346,1315,315,112,151,292,10643
5347,1247,236,62,63,0,2075
5348,60,326,0,218,323,1274
5349,1256,0,88,258,35,11434
5350,0,415,85,157,195,10236
5351,0,85,92,28,129,5968
5352,620,122,147,275,166,4418
5353,0,186,125,250,79,2027
5354,0,0,0,235,0,12169
5355,778,279,204,0,59,0
5356,0,149,164,38,70,0
5357,970,113,0,0,145,6677
5358,598,71,206,0,0,2831
5359,1088,0,11,131,0,6956
5360,272,200,143,202,0,0
5361,5,0,29,342,126,11707
5362,763,63,33,0,76,9072
5363,0,181,0,0,87,15187
5364,2723,58,199,0,400,0
5365,1612,33,64,299,220,0
5366,596,190,241,265,83,7869
5367,2254,0,177,53,89,4596
5368,323,309,86,14,62,0
5369,1381,0,78,158,21,4102
5370,0,221,23,38,86,266
5371,722,124,162,262,552,10341
5372,1117,25,77,210,233,11085
5373,422,26,198,52,407,7173
5374,1776,187,171,233,68,62
5375,592,22,0,183,383,0
5376,373,68,204,178,0,3191
5377,0,230,88,0,159,0
5378,343,1,183,231,295,5866
5379,248,223,0,368,0,0
5380,807,12,127,0,0,0
5381,1211,89,240,214,0,0
5382,0,0,250,0,156,0
5383,2387,53,0,1,0,0
5384,810,160,133,145,173,8734
5385,0,0,232,126,192,4056
5386,49,71,483,150,0,5493
5387,2265,65,77,66,0,0
5388,0,58,58,143,263,3864
5389,2768,228,154,34,0,6057
5390,0,0,83,159,14,2354
5391,2345,270,143,63,388,4940
5392,1782,149,389,120,39,569
5393,817,0,155,203,0,0
5394,1661,80,60,263,36,11392
5395,765,0,201,52,0,9390
5396,0,212,194,0,294,0
5397,0,166,182,225,172,2259
5398,0,312,290,151,202,1055
5399,1078,51,0,51,199,5197
5400,566,19,28,13,263,10326
5401,532,0,104,86,0,833
5402,0,161,27,0,63,11054
5403,306,95,73,307,164,9881
5404,2009,341,140,15,5,7219
5405,0,193,178,328,201,1417
5406,0,52,112,99,177,278
5407,0,191,76,0,296,9501
5408,2572,1,159,119,256,0
5409,828,110,73,38,229,7703
5410,394,5,192,189,62,184
5411,59,111,120,220,248,0
5412,912,154,0,135,72,0
5413,882,223,171,77,0,0
5414,0,99,86,10,14,9185
5415,0,45,355,35,445,13410
5416,1250,75,0,0,0,8678
5417,961,36,0,145,0,9032
5418,684,65,190,207,224,9887
5419,1022,180,106,0,0,6821
5420,0,150,67,35,8,0
5421,1209,161,425,51,148,4174
5422,0,0,217,286,317,8247
5423,980,102,162,281,106,16499
5424,2323,93,179,137,270,1925
5425,0,286,139,375,0,3859
5426,14,0,4,89,270,0
5427,249,262,81,209,100,6617
5428,1882,125,163,0,155,0
5429,0,187,133,323,567,0
5430,0,198,235,415,0,12356
5431,49,218,95,234,4,3364
5432,0,161,136,115,105,2212
5433,0,514,148,217,271,1914
5434,78,78,310,137,228,14444
5435,713,54,3,175,191,448
5436,0,0,46,168,64,15749
5437,367,80,246,295,165,0
5438,3127,151,0,218,0,10786
5439,0,179,110,179,147,5307
5440,1063,40,0,65,139,0
5441,1679,148,0,201,297,1889
5442,395,148,0,62,0,7376
5443,211,161,0,72,0,5432
5444,154,242,16,198,126,0
5445,1909,0,161,127,77,3504
5446,2043,8,125,343,0,131
5447,333,0,213,89,11,9439
5448,585,36,133,0,0,15502
5449,1174,48,366,198,97,43
5450,0,88,64,73,69,12174
5451,601,251,161,32,119,6130
5452,0,97,50,11,0,8814
5453,703,7,261,418,102,5395
5454,850,0,0,0,133,7676
5455,516,234,118,45,228,0
5456,291,68,0,136,0,0
5457,28,53,231,262,265,6268
5458,1636,142,240,117,291,1050
5459,2472,163,203,184,181,17713
5460,0,93,169,358,0,0
5461,1702,3,86,0,102,1730
5462,259,28,0,168,336,0
5463,412,0,40,262,120,529
5464,0,73,76,142,130,0
5465,65,82,178,133,382,8968
5466,0,0,257,71,181,7280
5467,211,182,52,49,239,3663
5468,754,350,150,95,60,0
5469,2376,301,290,338,303,4622
5470,2906,92,143,0,100,0
5471,541,303,87,0,326,1583
5472,1126,14,376,171,6,0
5473,1005,91,0,384,8,0
5474,943,195,168,39,288,5089
5475,997,73,190,96,171,17
5476,744,108,106,270,13,14720
5477,574,151,205,382,390,0
5478,203,269,62,0,205,6302
5479,201,158,0,176,77,2275
5480,1259,56,126,176,217,0
5481,0,181,78,180,2,3351
5482,46,224,134,58,82,962
5483,697,162,304,168,295,9440
5484,1578,284,178,141,138,247
5485,0,76,163,115,0,5617
5486,42,90,93,100,244,7539
5487,978,0,152,3,140,2270
5488,2007,197,189,54,169,0
5489,2487,119,0,224,154,13667
5490,781,0,0,0,0,13381
5491,0,258,0,149,143,0
5492,676,0,103,178,28,15855
5493,2210,49,295,161,221,9547
5494,219,115,0,130,243,9200
5495,385,0,104,292,234,8527
5496,0,0,226,138,173,2324
5497,0,60,5,99,111,6309
5498,0,130,153,90,385,365
5499,1328,297,40,0,273,7140
5500,154,0,0,97,16,11843
5501,1375,296,140,10,0,0
5502,268,158,0,153,213,74
5503,151,0,16,48,149,0
5504,632,215,194,0,117,9627
5505,592,178,166,0,0,5310
5506,818,70,227,116,272,0
5507,319,275,0,187,299,8863
5508,0,155,146,0,57,5212
5509,0,89,225,204,44,0
5510,0,83,55,209,0,5560
5511,173,0,177,92,279,0
5512,0,41,0,251,290,14295
5513,2210,0,241,215,132,0
5514,1845,48,136,53,20,348
5515,860,369,0,213,108,6241
5516,1471,84,291,201,0,11751
5517,152,55,137,102,522,5390
5518,0,325,0,136,1,8090
5519,847,180,67,172,76,13784
5520,0,112,148,139,67,16809
5521,310,97,0,282,170,0
5522,925,21,0,161,338,0
5523,981,0,58,130,33,0
5524,1518,113,0,25,18,1665
5525,0,86,0,301,146,7104
5526,0,152,67,0,88,10111
5527,0,193,187,147,0,0
5528,0,141,308,166,0,0
5529,796,287,12,203,140,1443
5530,806,218,241,42,288,13177
5531,2419,10,309,0,106,3468
5532,413,196,139,67,272,1114
5533,3578,259,0,365,111,1414
5534,618,141,239,281,223,0
5535,0,40,71,0,40,292
5536,0,193,56,423,0,1533
5537,0,132,81,36,187,11619
5538,382,137,206,250,202,0
5539,737,144,19,0,130,0
5540,0,355,331,0,140,0
5541,0,0,252,374,260,9785
5542,0,110,118,62,140,16379
5543,0,27,21,177,0,7342
5544,186,0,290,49,0,6074
5545,1255,224,77,272,262,11764
5546,290,234,230,312,0,0
5547,0,321,0,94,0,6052
5548,29,11,27,136,0,7331
5549,892,95,223,126,0,7238
5550,1065,0,198,213,78,7590
5551,0,216,73,17,414,0
5552,780,8,176,0,192,0
5553,2723,261,249,0,0,0
5554,0,0,7,51,38,12524
5555,1316,85,76,74,193,0
5556,913,19,252,210,169,11670
5557,0,0,0,79,133,0
5558,1297,0,76,181,384,0
5559,1718,0,126,143,233,0
5560,115,108,207,21,149,0
5561,0,161,92,43,337,10151
5562,0,41,60,146,236,15624
5563,1296,77,196,287,286,0
5564,1384,160,77,143,128,10854
5565,1043,191,0,433,236,2381
5566,1909,110,92,0,0,3844
5567,2186,55,182,116,0,0
5568,2016,55,464,162,0,0
5569,0,192,89,221,57,0
5570,0,145,63,0,173,6539
5571,2982,0,69,76,203,6453
5572,0,63,156,340,85,12338
5573,0,332,6,53,114,12582
5574,2333,0,14,130,114,20829
5575,0,125,393,376,317,3763
5576,0,199,26,0,188,9601
5577,564,117,271,190,93,11217
5578,0,0,25,0,107,0
5579,44,186,152,198,0,3555
5580,986,263,138,173,413,0
5581,0,0,293,203,35,8323
5582,496,338,118,215,0,8657
5583,0,81,0,256,186,7226
5584,318,0,115,386,7,1377
5585,106,330,206,356,389,7429
5586,0,0,0,148,347,4721
5587,5,151,126,95,351,8584
5588,1120,327,146,266,433,1421
5589,0,52,52,92,156,22863
5590,79,11,123,250,368,10483
5591,1532,72,322,98,0,675
5592,0,178,43,28,290,6465
5593,2059,93,56,0,380,2893
5594,577,0,114,0,143,16806
5595,112,176,0,227,30,2203
5596,709,0,314,131,2,8315
5597,549,159,4,0,0,6452
5598,842,79,88,254,267,8556
5599,0,62,259,414,98,17415
5600,1374,39,0,0,123,0
5601,0,240,166,123,304,3693
5602,2644,16,0,251,34,0
5603,0,41,205,290,60,7385
5604,1159,156,0,112,40,3616
5605,2211,0,192,41,184,1419
5606,0,0,162,207,380,10737
5607,0,0,0,335,176,0
5608,1453,121,128,10,41,1056
5609,0,0,177,149,24,0
5610,716,152,258,387,148,1375
5611,1112,313,148,139,263,11377
5612,330,174,116,0,212,0
5613,0,81,106,215,0,0
5614,2197,0,62,294,184,9538
5615,533,51,88,149,0,204
5616,0,112,110,0,27,3509
5617,0,173,138,0,0,3720
5618,1393,0,0,0,341,2213
5619,1839,312,235,231,286,0
5620,482,174,184,38,190,0
5621,1867,39,0,218,238,3462
5622,0,198,143,211,0,0
5623,676,164,91,369,441,861
5624,326,160,98,73,0,0
5625,561,412,314,74,262,5364
5626,516,28,110,13,103,9531
5627,32,189,60,0,117,0
5628,56,238,225,124,29,20157
5629,176,0,146,254,81,0
5630,757,424,92,90,222,1604
5631,1172,302,0,411,0,8964
5632,0,60,4,194,209,704
5633,0,0,122,165,0,738
5634,0,41,275,74,17,0
5635,2143,0,70,116,132,4506
5636,406,14,345,80,182,7462
5637,0,231,232,202,251,2896
5638,0,45,0,341,251,2553
5639,692,130,0,258,8,6652
5640,0,221,1,386,252,9104
5641,0,241,355,196,0,8500
5642,0,210,152,0,177,0
5643,1178,158,43,109,52,0
5644,319,213,55,0,352,5371
5645,0,24,13,0,106,3797
5646,24,152,364,11,0,17825
5647,0,202,132,0,0,8298
5648,1102,231,0,338,52,9221
5649,0,44,255,103,0,2054
5650,761,90,59,0,415,2771
5651,2315,126,57,313,187,0
5652,0,0,0,248,237,2816
5653,720,0,61,69,232,0
5654,0,127,15,81,46,7462
5655,1523,23,0,0,277,1076
5656,0,146,0,305,64,5747
5657,708,121,17,0,277,12391
5658,0,234,191,328,166,8983
5659,0,126,179,7,0,8367
5660,810,184,183,159,160,0
5661,1873,0,70,21,0,0
5662,109,67,150,53,88,4224
5663,1208,176,243,212,0,0
5664,167,29,113,48,0,0
5665,466,0,85,80,45,6252
5666,0,0,70,184,214,0
5667,0,114,166,68,16,13719
5668,0,61,115,318,243,9756
5669,1215,0,310,101,137,0
5670,0,263,47,19,78,14957
5671,1914,200,0,40,55,0
5672,1005,325,48,25,0,6577
5673,0,100,272,237,92,380
5674,1601,0,231,260,97,5545
5675,59,0,103,0,223,5940
5676,4,33,244,65,184,1093
5677,0,132,0,23,125,11012
5678,175,135,89,71,76,4450
5679,1898,145,121,136,0,10165
5680,1198,160,271,393,247,2837
5681,0,17,415,68,283,12797
5682,712,360,0,294,180,3147
5683,738,159,37,139,122,1912
5684,0,122,45,108,100,3327
5685,1141,126,80,295,285,11663
5686,993,243,99,303,0,0
5687,0,258,82,291,202,4789
5688,0,120,136,0,90,0
5689,162,220,62,227,176,3588
5690,103,266,153,214,0,10950
5691,0,135,209,27,149,1003
5692,0,220,153,0,73,13196
5693,1657,0,314,190,31,13789
5694,0,175,1,180,211,12362
5695,931,21,30,64,208,0
5696,964,248,173,86,160,6976
5697,375,98,99,0,87,16689
5698,1331,31,30,215,0,10409
5699,0,0,214,264,0,0
5700,751,0,367,33,0,0
5701,2412,466,334,218,0,0
5702,2714,77,211,25,193,3406
5703,1177,208,29,0,151,1891
5704,682,160,52,81,169,0
5705,0,169,0,0,114,3858
5706,0,0,161,28,4,2786
5707,0,0,42,0,0,1121
5708,545,204,0,238,0,0
5709,2721,0,18,0,335,3888
5710,0,0,323,206,87,734
5711,698,120,0,211,63,6078
5712,255,227,0,0,105,14210
5713,300,118,34,66,0,6571
5714,15,49,109,0,275,580
5715,343,94,300,143,338,6887
5716,413,31,0,188,137,0
5717,1130,0,245,31,243,1376
5718,0,169,212,299,0,2970
5719,0,26,42,54,105,16084
5720,493,0,30,172,0,19873
5721,1617,0,26,39,316,5715
5722,740,195,23,246,0,0
5723,0,10,116,0,0,6462
5724,0,224,168,0,132,17292
5725,0,64,15,62,61,5481
5726,2002,0,153,92,102,5532
5727,197,13,39,289,0,0
5728,584,216,44,154,259,11648
5729,0,108,197,181,78,0
5730,433,108,119,352,0,2249
5731,2351,141,0,68,195,7022
5732,0,393,46,152,93,9331
5733,1223,136,182,0,0,2446
5734,0,107,35,174,47,12983
5735,1400,52,158,197,177,2906
5736,0,0,71,178,219,3207
5737,0,84,330,0,238,4827
5738,0,0,305,161,398,0
5739,1780,288,204,124,0,0
5740,893,234,46,161,170,1717
5741,2025,0,0,319,171,3516
5742,230,262,93,0,208,3793
5743,0,169,208,378,55,7388
5744,541,92,0,0,179,2865
5745,1792,123,97,217,106,15924
5746,0,0,0,215,235,4603
5747,0,223,159,221,223,7634
5748,1658,198,143,194,221,8042
5749,1061,234,0,11,0,1134
5750,1748,54,333,99,232,6442
5751,2033,382,40,144,0,8094
5752,0,57,0,120,285,8780
5753,2565,329,33,47,65,8280
5754,848,73,11,218,0,6852
5755,0,0,22,95,90,7058
5756,281,72,361,104,362,0
5757,0,84,151,210,139,4433
5758,0,227,0,116,33,9641
5759,0,41,0,56,10,12594
5760,0,101,0,68,67,6958
5761,1000,189,343,352,312,8754
5762,193,210,58,77,0,0
5763,1657,265,234,136,401,11023
5764,742,156,84,243,0,5603
5765,585,204,0,46,77,0
5766,1631,265,192,0,53,0
5767,1700,200,103,162,256,0
5768,1271,144,87,109,201,1742
5769,571,290,267,165,93,0
